Title,Date,Location,Text,URL,SourceFile,RightWingRelated,KeywordMatch,ExtractedDate,ExtractedTime,ExtractedAge,ExtractedGender,ExtractedAction,KeywordExtracted
Versammlungen anlässlich des Frauentages – Polizei Berlin zieht Bilanz,09.03.2025,berlinweit,"Nr. 0610
Anlässlich diverser Versammlungen zum Internationalen Frauentag war die Polizei Berlin gestern mit etwa 850 Kräften, unterstützt von der Bundespolizei, im Einsatz. Bis in die Abendstunden schützten die Beamtinnen und Beamten sieben Versammlungen mit direktem Bezug zum Feiertag sowie zwei Versammlungen mit Nahostbezug, eine Kundgebung gegen Antisemitismus und eine Spontanversammlung. Von den zehn Versammlungen, die im Vorfeld für den Zeitraum von 12 bis 22 Uhr angezeigt worden waren, verlief der Großteil friedlich und nahezu ohne Störungen.
Versammlungen mit Störungen – ausgewählte Ereignisse
Der Aufzug „Feministische Demo zum Internationalen Frauentag, gegen Kürzungen, Gewalt und für sexuelle Selbstbestimmung“ (Oranienplatz bis Rotes Rathaus) begann gegen 12:35 Uhr mit 2.000 Teilnehmenden und wuchs auf 21.000 Personen an. Im Bereich des Oranienplatzes wurde eine Gegendemonstrantin von etwa 30 Personen umringt und verbal angegangen, zu Straftaten kam es mit Erkenntnisstand von heute Nachmittag nicht. Die Versammlung endete gegen 16:45 Uhr mit 1.000 Teilnehmenden am Marx-Engels-Forum.
Der Aufzug mit dem Titel „Feministischer Kampftag“ vom Spreewaldplatz über die Adalbertstraße und Reichenberger Straße zurück zum Spreewaldplatz startete gegen 18:15 Uhr mit circa 400 Teilnehmenden und wuchs auf 2.500 Personen an. Im Aufzug wurde Vermummung angelegt, es wurden mehrfach Nebeltöpfe und Pyrotechnik gezündet und Transparente miteinander verknotet, um polizeiliche Beweissicherungsmaßnahmen zu stören. Polizeikräfte nahmen im Rahmen dieser Versammlung mehrere Personen, unter anderem wegen des Verwendens von Kennzeichen verfassungswidriger Organisationen, vorübergehend fest. Mehrere Teilnehmende des Aufzugs versuchten, die Festnahmen zu stören und zu verhindern. Um polizeiliche Maßnahmen durchzusetzen, wendeten Einsatzkräfte Zwang in Form von Schieben und Drücken an. An einem internationalen Kulturzentrum in der Kottbusser Straße brannten Teilnehmende gegen 19:25 Uhr Pyrotechnik ab und befestigten am Gebäude ein Transparent mit strafbarem Inhalt. Eine
    Beschlagnahmung des Plakates, für die ein Betreten des Gebäudes nötig gewesen wäre, wurde durch die Staatsanwaltschaft Berlin abgelehnt. Die Versammlungsleitung beendete den Aufzug gegen 20:40 Uhr.
Kurz vor 16 Uhr startete die Versammlung mit dem Titel „Internationaler feministischer Kampftag“ am Oranienplatz. Sie war mit 1.500 teilnehmenden Personen angezeigt worden und sollte über die Sonnenallee bis zum Hermannplatz führen. In Kooperationsgesprächen zwischen Einsatzleitung und Versammlungsleitung wurde die Wegstrecke noch vor dem Start neu festgelegt. Der Bereich Nord-Neukölln sollte ausdrücklich nicht mehr Teil der Wegstrecke sein, stattdessen sollte der Aufzug über die Wiener Straße zum Spreewaldplatz führen. Außerdem wiesen Polizeikräfte die Versammlungsleitung vor Beginn eindringlich auf einen propalästinensischen Block von mehr als circa 250 teils hochemotionalisierten Personen hin und empfahlen, diese Personen am Ende des Aufzuges einzugliedern. Die Einsatzleitung der Polizei kündigte hier bereits an, etwaige Straftaten aus diesem Block konsequent und mit niedriger Einschreitschwelle zu verfolgen. Noch bevor der Aufzug mit circa 3.000 Personen
    startete, verhinderten Versammlungsteilnehmende durch Aufspannen von Regenschirmen die Sicht auf den besagten Block.
Bereits kurz nach deren Beginn wurden aus der Versammlung heraus israelfeindliche Sprechchöre angestimmt, außerdem strafbare und auch eindeutig polizeifeindliche Parolen gerufen, sodass die Einsatzleitung der Polizei eine lückenlose Beweissicherung in Bild und Ton anwies. Im weiteren Verlauf mussten Einsatzkräfte immer wieder tatverdächtige Personen im Aufzug festnehmen, woraufhin die Polizei sich mit gewalttätigen Widerstandshandlungen, Landfriedensbrüchen, versuchten Gefangenenbefreiungen und tätlichen Angriffen konfrontiert sah. Die Polizeieinsatzkräfte wurden teilweise mit gezielten Faustschlägen, Tritten und Flaschenwürfen angegriffen und wendeten daraufhin wiederholt körperlichen Zwang an und setzten Reizstoffsprühgeräte gegen die Teilnehmenden ein.
Ab etwa 18:25 Uhr, kurz vor Erreichen der Zwischenkundgebung im Kreuzungsbereich Oranienstraße Ecke Skalitzer Straße, kam es zu strafbaren Ausrufen, einer versuchten Gefangenenbefreiung und erneuten tätlichen Angriffen auf Einsatzkräfte, unter anderem mit Fahnenstangen, woraufhin Zwangsmaßnahmen angewendet werden mussten. Einsatzkräfte wurden aus dem Aufzug und teilweise auch über den Lautsprecherwagen der Versammlungsleitung mit polizeifeindlichen Sprechchören beleidigt, außerdem wurde eine Beweissicherungskamera der Polizei beschädigt. Die Einsatzleitung der Polizei forderte die Versammlungsleiterin daraufhin wiederholt dazu auf, mäßigend auf die teilnehmenden Personen einzuwirken. Diese sicherte zu, ihre Ordnerinnen und Ordner in Kenntnis zu setzen. Nachdem weitere Personen festgenommen wurden, setzte starker Abstrom ein.
Nachdem sich der Aufzug mit noch etwa 1.400 Teilnehmenden wieder in Bewegung gesetzt hatte, stellten Einsatzkräfte in der Wiener Straße zwei Frauen fest, die aus dem propalästinensischen Block des Aufzugs heraus mehrfach strafbare Parolen riefen. Als die Frauen daraufhin in ihrer Freiheit beschränkt werden sollten, wurden die Beamtinnen und Beamten von Versammlungsteilnehmenden immer wieder gestört. Diese versuchten, die Festnahmen zu verhindern. Die Einsatzkräfte brachten beide Personen nach Rücksprache mit Feuerwehrkräften in die Fahrzeughalle einer dortigen Feuerwache, um die Identitäten der Frauen feststellen und Strafermittlungsverfahren einleiten zu können. Mehr als 100 Personen versuchten daraufhin immer wieder, in Richtung der Feuerwache zu gelangen. Aufforderungen der Polizeikräfte, auf ihre Wegstrecke zurückzukehren, wurden missachtet. Stattdessen hakten sich Personen vor der Feuerwache mit ihren Armen gegenseitig unter, woraufhin Polizeikräfte sie auf die
    gegenüberliegende Fahrbahnseite der Wiener Straße zurückschoben. Dabei wurden die Kräfte aus der Menge heraus geschlagen und getreten. Weil mehr als 100 Teilnehmende im weiteren Verlauf mehrfach versuchten, die Polizeikette zu durchbrechen und die Beamtinnen und Beamten massiv körperlich bedrängten, um zur Feuerwache mit den Festgenommenen darin zu gelangen, mussten die Einsatzkräfte Zwangsmaßnahmen in Form von Schieben und Drücken anwenden sowie selektiv gezielte Faustschläge, Tritte und Pfefferspray einsetzen. Unberechtigte Zutrittsversuche zur Wache und Sachschäden an dem Gebäude konnten so verhindert werden. Die Lage im Aufzug beruhigte sich daraufhin wieder.
Nach weiteren gewalttätigen Straftaten und einem erneuten Landfriedensbruch sowie dem Umstand, dass die Versammlungsleiterin weiterhin nicht in der Lage war, auf die Teilnehmenden einzuwirken, teilte die Einsatzleitung ihr mit, dass die Versammlung zeitnah von der Polizei aufgelöst werde. Daraufhin beendete die Leiterin ihre Versammlung an der Wiener Straße Ecke Ohlauer Straße gegen 20:30 Uhr selbstständig. Zu diesem Zeitpunkt befanden sich noch 50 Teilnehmende am Ort. In der Spitze hatten sich 3.700 Menschen an der Versammlung beteiligt.
Angriffe auf Pressevertreter
Gegen 14:30 Uhr kam es zu einer Körperverletzung zum Nachteil eines Videojournalisten in Kreuzberg. Der Mann hielt sich mit einem Gewerkschaftsvertreter in einem Café in der Adalbertstraße auf, als er von einer Frau gefragt worden sei, ob er für einen bestimmten Verlag arbeite. Daraufhin sollen weitere Frauen auf ihn zugekommen sein und sich mit der Fragestellerin solidarisiert haben. Außerdem sollen sie den Journalisten aufgefordert haben, das Café zu verlassen. Der Journalist hielt daraufhin zum Selbstschutz seine Kamera hoch und gab vor, die Situation zu filmen. Daraufhin soll ihn eine der Frauen festgehalten und mit einer Faust gegen die Brust geschlagen haben. Der Journalist erlitt dadurch Schmerzen, verzichtete allerdings auf eine ärztliche Behandlung.
Als derselbe Journalist wenige Stunden später über die Versammlung „Internationaler feministischer Kampftag“ in Kreuzberg berichten wollte, wurde er erneut Opfer eines Angriffs. Dem bisherigen Kenntnisstand zufolge befand er sich gegen 18:20 Uhr in der Oranienstraße, als ihm eine unbekannt gebliebene Person aus dem Aufzug heraus ein Bein gestellt habe, während er die Versammlung gefilmt und darüber berichtet habe. Der Journalist sei ins Straucheln geraten, habe sich jedoch noch abfangen können.
Ein dritter Angriff, dieses Mal gegen einen anderen Journalisten, ereignete sich ebenfalls im Rahmen der Versammlung „Internationaler feministischer Kampftag“. Der Mann war mit einem vierköpfigen Reportage- und Filmteam in der Wiener Straße Ecke Ohlauer Straße unterwegs. Als Versammlungsteilnehmende den Mann entdeckten, sollen sie ihn und das Team angeschrien und alle aufgefordert haben, den Ort zu verlassen. Anschließend sollen sie Tücher vor die Kameralinse gehalten und Regenschirme aufgespannt haben, um eine Berichterstattung zu verhindern. Obwohl der verantwortliche Sender ein Sicherheitsteam engagiert hatte, gelang es einer bislang unbekannten Tatverdächtigen, ihn anzugreifen, indem sie eine Flüssigkeit auf seinen Oberkörper und die Filmausrüstung schüttete. Dabei sei die Filmausrüstung beschädigt und möglicherweise in Teilen zerstört worden. Die Ermittlungen wegen des Verdachts der Nötigung, gefährlichen Körperverletzung, Sachbeschädigung und
    Beleidigung führt, wie in den anderen Fällen auch, der Polizeiliche Staatsschutz des Landeskriminalamtes.
Mit Stand von gestern 23:30 Uhr wurden im Einsatzverlauf zwölf Männer und 16 Frauen vorübergehend in ihrer Freiheit beschränkt und insgesamt 33 Strafermittlungsverfahren unter anderem wegen besonders schweren Landfriedensbruchs, Gefangenenbefreiung, tätlichen Angriffs, Widerstands gegen Vollstreckungsbeamte und Verwendens von Kennzeichen verfassungswidriger und terroristischer Organisationen eingeleitet. Insgesamt wurden sieben Polizeibeamte verletzt. Alle konnten im Dienst bleiben.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1538834.php,berlin_police_results.csv,True,['antisemitismus'],09.03.2025,"['22', '12:35', '16:45', '18:15', '19:25', '20:40', '16', '18:25', '20:30', '14:30', '18:20', '23:30']",[],"['mann', 'frau', 'mann', 'mann']","['angriff', 'schlagen', 'treten', 'beleidigung', 'versammlung', 'körperverletzung']",['antisemitismus']
Frau greift jungen Mann an und beleidigt ihn,09.03.2025,Lichtenberg,"Nr. 0603
Gestern Nachmittag wurden Einsatzkräfte der Polizei wegen einer randalierenden Frau nach Alt-Hohenschönhausen gerufen. Ein 18-Jähriger, der gegen 15:50 Uhr mit seinem Fahrrad in einer Grünanlage an der Genslerstraße unterwegs war, gab an, eine noch am Ort befindliche 43-jährige Frau habe ihn unvermittelt gestoppt, festgehalten und fremdenfeindlich beleidigt. Beim Festhalten habe sie ihn zudem gekratzt. Eine Zeugin bestätigte die Aussagen des jungen Mannes. Eine freiwillige Atemalkoholkontrolle ergab bei der Tatverdächtigen einen Wert von etwa 3,3 Promille. Die Ermittlungen wegen Beleidigung und Körperverletzung übernimmt nun der Polizeiliche Staatsschutz des Landeskriminalamtes.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1538827.php,berlin_police_results.csv,True,['fremdenfeindlich'],09.03.2025,['15:50'],"['18', '43']","['frau', 'mann', 'frau', 'frau']","['beleidigung', 'körperverletzung']",['fremdenfeindlich']
Konflikt an der Kasse führt zur Strafanzeige,08.03.2025,Mitte,"Nr. 0594
Gestern Nachmittag wurden Einsatzkräfte der Polizei zu einem Großmarkt in Moabit gerufen. Ein 40-Jähriger gab an, gegen 15:50 Uhr an einer Kasse im Großmarkt in der Erna-Samuel-Straße gestanden zu haben. Dort sei es zu einem Konflikt mit einem anderen Kunden gekommen. Dieser habe ihn im Rahmen des Streitgesprächs rassistisch und fremdenfeindlich beleidigt und zudem verbal bedroht. Der 33-jährige Tatverdächtige befand sich beim Eintreffen der Einsatzkräfte noch auf dem Parkplatz des Großmarktes. Dort stellten die Beamten seine Personalien fest. Er durfte anschließend seinen Weg fortsetzen. Die weiteren Ermittlungen führt der Polizeiliche Staatsschutz des Landeskriminalamts.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1538818.php,berlin_police_results.csv,True,['fremdenfeindlich'],08.03.2025,['15:50'],"['40', '33']",[],[],['fremdenfeindlich']
Auseinandersetzung im Park,06.03.2025,Pankow,"Nr. 0573
Nach einer Auseinandersetzung in Niederschönhausen alarmierte eine Frau gestern Nachmittag die Polizei. Die 46-Jährige gab an, gegen 15:30 Uhr im Schloßpark gehört zu haben, wie ein Mann zwei unbekannt gebliebene Jugendliche fremdenfeindlich beleidigte. Sie sei eingeschritten und habe den Pöbler zur Rede gestellt. Es sei zu einem Streitgespräch gekommen, bei dem der Mann nun auch die 46-Jährige beleidigt habe. Nun mischte sich der 50-jährige Ehemann der Frau ein. Der Tatverdächtige soll ihn zunächst geschubst und anschließend den Inhalt einer Bierflasche über ihn gegossen haben. Als die 46-Jährige daraufhin begann, das Geschehen mit ihrem Mobiltelefon zu filmen, soll der Tatverdächtige ein Pfefferspray gegen das Paar eingesetzt haben und traf damit jedoch nur die Kleidung der beiden. Verletzt wurde niemand. Bevor der Tatverdächtige zusammen mit seinem Begleiter in Richtung Pankow Kirche floh, soll der Begleiter noch eine Bierflasche nach dem Ehepaar geworfen,
    dieses jedoch verfehlt haben. Die alarmierten Einsatzkräfte suchten in der Nähe nach den beiden Männern, konnten sie jedoch nicht mehr ausfindig machen. Nun ermittelt der Polizeiliche Staatsschutz des Landeskriminalamtes.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1538215.php,berlin_police_results.csv,True,['fremdenfeindlich'],06.03.2025,['15:30'],"['46', '46', '50', '46']","['frau', 'mann', 'jugendliche', 'mann', 'frau']",[],['fremdenfeindlich']
Mann zeigt Hitlergruß und äußert sich volksverhetzend,05.03.2025,Charlottenburg-Wilmersdorf,"Nr. 0571
In Charlottenburg soll ein Mann heute Mittag einen Hitlergruß gezeigt und volksverhetzende Äußerungen gegenüber Teilnehmenden einer pro-palästinensischen Versammlung gerufen haben. Nach Angaben von Zeuginnen war der 77-jährige Mann gegen 13.20 Uhr auf der Tauentzienstraße unterwegs und zeigte auf Höhe einer Demonstration den sogenannten Hitlergruß und rief mehrmals nationalsozialistische Parolen. Alarmierte Einsatzkräfte nahmen den Täter fest. Nach der Identitätsfeststellung durfte der Festgenommene wieder gehen. Die Ermittlungen führt der Polizeiliche Staatsschutz des Landeskriminalamts Berlin.",https://www.berlin.de/polizei/polizeimeldungen/2024/pressemitteilung.1538016.php,berlin_police_results.csv,True,"['volksverhetzung', 'hitlergruß', 'nationalsozialistisch']",05.03.2025,['13.20'],['77'],"['mann', 'mann', 'mann']",['versammlung'],"['volksverhetzend', 'hitlergruß', 'nationalsozialistische']"
Leitfaden zur Verfolgung antisemitischer Straftaten in Berlin umfangreich aktualisiert,04.03.2025,berlinweit,"Nr. 0556
Antisemitismus zeigt sich nicht nur offen durch Beschimpfungen oder Angriffe auf Jüdinnen und Juden oder Einrichtungen jüdischen Lebens und jüdischer Kultur. Verbreiteter, zugleich aber in seiner Subtilität besonders gesellschaftszersetzend, sind Bilder, Symbole und Codes, die antisemitisches Gedankengut enthalten. Für viele sind diese nicht ohne Weiteres erkennbar – auch nicht immer für Polizistinnen und Polizisten oder Staatsanwältinnen und Staatsanwälte.
Der
Leitfaden zur Verfolgung antisemitischer Straftaten in Berlin
wurde durch die Antisemitismusbeauftragten der
Generalstaatsanwaltschaft Berlin
und der
Polizei Berlin
, Oberstaatsanwalt Dr. Florian Hengst und Kriminaldirektor Winfrid Wenzel, mit Unterstützung ihrer Netzwerke aus der Zivilgesellschaft überarbeitet und ergänzt. Er enthält nun insbesondere eine umfangreiche Übersicht von Chiffrierungen, Bildern und Symbolen.
Der erweiterte Leitfaden richtet sich in erster Linie an die Strafverfolgungs- und Ermittlungsbehörden. Da Antisemitismus aber ein ernstes gesellschaftliches Problem ist, das nicht nur Juden und Jüdinnen, sondern die gesamte Gesellschaft betrifft, wird er im Internet abrufbar zur Verfügung gestellt. So können sich Bürgerinnen und Bürger sowie die Zivilgesellschaft jederzeit informieren.
Der Leitfaden bietet klare Definitionen und Beispiele für antisemitische Straftaten sowie Informationen, wie man solche Vorfälle erkennen und melden kann. Darüber hinaus enthält er Hinweise zu Ressourcen für Betroffene und Unterstützungsangebote, die helfen, mit den Folgen von Antisemitismus umzugehen.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1537331.php,berlin_police_results.csv,True,['antisemitismus'],04.03.2025,[],[],[],['angriff'],['antisemitismus']
Jugendlichen getreten und homophob beleidigt – Polizei bittet um Mithilfe,04.03.2025,Pankow,"Nr. 0550
Mit der Veröffentlichung von Lichtbildern aus einer Überwachungskamera sucht die Polizei Berlin nach zwei bislang unbekannten Männern, die am 25. März 2024 gegen 23:30 Uhr in Prenzlauer Berg zwei Personen angegriffen haben. Zuerst traten sie einen bislang Unbekannten, der im Begriff war, am U-Bahnhof Eberswalder Straße in die U-Bahn zu steigen, gegen die Schulter. Darauf folgte ein Angriff auf einen 17-Jährigen, den das Duo zudem homophob beleidigt haben soll. Nach Verlagerung des Geschehens an den U-Bahnhof Schönhauser Allee griff einer der Tatverdächtigen den 17-Jährigen Geschädigten erneut mit Tritten an, wodurch der Jugendliche zurück in die U-Bahn taumelte.
Die Tatverdächtigen werden wie folgt beschrieben:
Tatverdächtiger 1:
circa 1,75 bis 1,80 m groß
circa 20 bis 30 Jahre alt
schlanke bis hagere Statur
kurze schwarze Haare, Side Cut, Dreitagebart
Tatverdächtiger 2:
circa 1,78 m groß
circa 20 bis 30 Jahre alt
untersetzte Statur
hellere kurze Haare
Die Kriminalpolizei fragt:
Wer kann Angaben zur Identität und/oder dem Aufenthaltsort der Abgebildeten machen?
Wer hat die Täter vor, bei oder nach der Tat gesehen?
Wer kann sonstige sachdienliche Hinweise für die Ermittlungen geben?
Insbesondere wird der bislang unbekannte junge Mann, der am U-Bahnhof Eberswalder Straße getreten wurde, gebeten, sich als Zeuge zu melden.
Hinweise nimmt das Landeskriminalamt im Bayernring 44 in Berlin-Tempelhof unter der Telefonnummer (030) 4664-953528, per
E-Mail
an lka535@polizei.berlin.de, über die
Internetwache
Berlin sowie über jede andere Polizeidienststelle entgegen.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1537212.php,berlin_police_results.csv,True,['homophobie'],04.03.2025,['23:30'],"['17', '17', '30', '30']","['jugendliche', 'junge', 'mann']","['angriff', 'treten']",['homophob']
Verfassungsfeindliche Parole gerufen – Festnahme,01.03.2025,Marzahn-Hellersdorf,"Nr. 0523
In der vergangenen Nacht wurde ein Mann festgenommen, nachdem er in Hellersdorf mehrfach „Sieg Heil“ gerufen hatte. Zeugen alarmierten gegen 23:40 Uhr die Polizei, weil ein Mann auf dem Bahnsteig des U-Bahnhof Hellersdorf wiederholt die verfassungsfeindliche Parole geschrien hatte. Polizeieinsatzkräfte nahmen den 42-Jährigen im Bereich einer nahegelegenen Straßenbahnhaltestelle fest. Eine Atemalkoholmessung ergab bei dem Tatverdächtigen einen Wert von etwa 0,9 Promille. Nach der Klärung seiner Identität in einem Polizeigewahrsam wurde der Mann auf freien Fuß entlassen. Der Polizeiliche Staatsschutz des Landeskriminalamts übernahm die weiteren Ermittlungen.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1536678.php,berlin_police_results.csv,True,['sieg heil'],01.03.2025,['23:40'],['42'],"['mann', 'mann', 'mann']",[],['sieg heil']
Busfahrer beschimpft und Frau im Bus bedroht und beleidigt,24.02.2025,Lichtenberg,"Nr. 0482
Gestern Nachmittag wurden Einsatzkräfte des Polizeiabschnitts 34 wegen einer randalierenden Person in einem Bus nach Friedrichsfelde alarmiert. Nach bisherigem Erkenntnisstand beobachteten Zeugen, wie ein Mann in einem BVG-Bus der Linie 194 an der Haltestelle U-Bahnhof Friedrichsfelde gegen 16 Uhr den Busfahrer beschimpfte. Als der Mann mit der Faust gegen die Fahrerkabine schlug, öffnete der Busfahrer die Tür im Frontbereich des Busses und der Mann verließ den Bus. Er soll im Haltestellenbereich weitere Menschen beschimpft haben. Eine 48-jährige Frau filmte den gesamten Vorgang. Als der Mann das mitbekam, betrat er nochmals den Bus und soll die Frau mit einem Reizstoffsprühgerät bedroht und zusätzlich beleidigt haben. Als die 48-Jährige daraufhin ihr Handy wegsteckte, verließ der Mann erneut den Bus. Anschließend soll der Mann den Hitlergruß gezeigt und dabei „Sieg Heil“ gerufen haben. Er entfernte sich in Richtung U-Bahnhof-Friedrichsfelde. Die weiteren
    Ermittlungen führt ein Fachkommissariat der Direktion 3 (Ost).",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1534683.php,berlin_police_results.csv,True,"['hitlergruß', 'sieg heil']",24.02.2025,['16'],"['48', '48']","['frau', 'mann', 'mann', 'mann', 'frau', 'mann', 'frau', 'mann', 'mann']",[],"['hitlergruß', 'sieg heil']"
Hitlergruß gezeigt,24.02.2025,Pankow,"Nr. 0475
Gestern Nachmittag wurde in Prenzlauer Berg eine Frau von einem Unbekannten beleidigt. Nach ersten Erkenntnissen soll der Mann die 39-Jährige gegen 16:30 Uhr auf dem Gehweg der Kopenhagener Straße beleidigt und anschließend den sogenannten Hitlergruß gezeigt haben. Der Tatverdächtige sei dann weiter in Richtung Schwedter Straße gelaufen. Die Frau fuhr mit ihrem Fahrrad weiter, bis sie auf zwei zufällig in der Nähe befindliche Polizeikräfte traf und diese auf den Vorfall ansprach. Die Polizeikräfte suchten daraufhin gemeinsam mit der Frau nach dem Tatverdächtigen, der unerkannt flüchten konnte. Die Ermittlungen hat der Polizeiliche Staatsschutz des Landeskriminalamts Berlin übernommen.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1534506.php,berlin_police_results.csv,True,['hitlergruß'],24.02.2025,['16:30'],['39'],"['frau', 'mann', 'frau', 'frau']",[],['hitlergruß']
