Title,Date,Location,Text,URL,SourceFile,RightWingRelated,KeywordMatch,ExtractedDate,ExtractedTime,ExtractedAge,ExtractedGender,ExtractedAction,KeywordExtracted,Topic
Festnahme nach antisemitischer Volkverhetzung,05.05.2021,Mitte,"Nr. 0984
Polizisten nahmen gestern Abend einen Mann in Mitte fest. Nach Zeugenaussagen und bisherigen Ermittlungen betrat der später als 68-Jähriger Identifizierte gegen 20.30 Uhr die Filiale einer Supermarktkette am Heinrich-Heine-Platz und trug dabei keine FFP-2-Maske. Eine Mitarbeiterin der Filiale sprach den 68-jährigen Tatverdächtigen daraufhin an und forderte ihn auf, entweder eine Maske aufzusetzen oder ein entsprechendes Attest vorzuzeigen, welches ihn von der Pflicht zum Tragen einer Maske befreie. Der Mann verweigerte jedoch das Aufsetzen einer Maske sowie das Vorzeigen eines Attestes. Stattdessen äußerte er sich holocaustverharmlosend. Der Aussage einer weiteren Zeugin gemäß soll der Mann wiederholt dabei aufgefallen sein. So auch bei einem Ereignis in den vergangenen Monaten. Auch damals soll der Tatverdächtige sich geweigert und sich volksverhetzend sowie antisemitisch geäußert haben. Nach rechtlicher Belehrung durch die Einsatzkräfte sagte der Tatverdächtige,
    dass er eine Atemwegserkrankung habe, von der Maskenpflicht befreit sei, sich jedoch weigere, das Attest mitzuführen. Er sähe darin eine Diskriminierung. Nach Feststellung seiner Identität durfte er seinen Weg fortsetzen. Er muss sich nun wegen des Verdachts der Volksverhetzung und seiner antisemitischen Äußerungen verantworten. Das Ermittlungsverfahren dazu führt der Polizeiliche Staatsschutz beim Landeskriminalamt.",https://www.berlin.de/polizei/polizeimeldungen/2021/pressemitteilung.1082430.php,berlin_police_results.csv,True,"['volksverhetzung', 'antisemitisch']",05.05.2021,['20.30'],"['68', '68']","['mann', 'mann', 'mann']",[],"['volksverhetzend', 'volksverhetzung', 'antisemitischer', 'antisemitischen', 'volkverhetzung', 'antisemitisch']",
Ausgeraubt und fremdenfeindlich beleidigt,04.05.2021,Treptow-Köpenick,"Nr. 0975
Mit der Veröffentlichung von Bildern aus einer Überwachungskamera bittet die Polizei Berlin um Mithilfe bei der Suche nach vier bisher unbekannten Männern.
Das Quartett steht im Verdacht, am 11. April 2020 kurz vor Mitternacht einen Mann in Treptow versucht zu haben auszurauben sowie ihn anschließend geschlagen, getreten und fremdenfeindlich beleidigt zu haben. Dabei sollen zunächst zwei Tatverdächtige den 48-Jährigen auf dem S-Bahnhof Treptower Park zur Herausgabe von Geld aufgefordert haben. Als sich der Mann weigerte, sollen zunächst zwei der Gesuchten auf ihn eingetreten haben, bis er zu Boden fiel. Am Boden liegend seien zwei weitere Tatverdächtige hinzukommen, von denen mindestens einer ebenfalls auf den Mann eingeschlagen haben soll. Zudem beleidigten ihn die Gesuchten mehrfach fremdenfeindlich. Der verletzte Mann konnte sich den fortwährenden Schlägen und Tritten entziehen, indem er sich in das Gleisbett fallen ließ, auf dem zu diesem Zeitpunkt glücklicherweise kein Zug fuhr. Das Quartett ließ auch hier nicht von dem Verletzten ab und verhinderte zunächst, dass der 48-Jährige das Gleisbett verlässt.",https://www.berlin.de/polizei/polizeimeldungen/2021/pressemitteilung.1081892.php,berlin_police_results.csv,True,['fremdenfeindlich'],04.05.2021,[],"['48', '48']","['mann', 'mann', 'mann', 'mann']","['schlagen', 'treten']",['fremdenfeindlich'],
Parolen skandiert,04.05.2021,Steglitz-Zehlendorf,"Nr. 0969
Zwei unbekannte Frauen skandierten in der vergangenen Nacht in Friedenau mehrfach „Heil Hitler“. Zwei 19-jährige Männer wurden gegen 22 Uhr auf die beiden Verdächtigen am S-Bahnhof Friedenau aufmerksam und forderten sie auf, das Handeln zu unterlassen. Daraufhin schlug eine von ihnen einem der jungen Männer mit der Faust gegen den Kopf, bevor beide Frauen mit Fahrrädern unerkannt entkamen. Der 19-Jährige wurde nur leicht verletzt und lehnte eine Behandlung ab. Der Polizeiliche Staatsschutz des Landeskriminalamtes hat die Ermittlungen wegen Verwendens von Kennzeichen verfassungswidriger Organisationen und Körperverletzung übernommen.",https://www.berlin.de/polizei/polizeimeldungen/2021/pressemitteilung.1081841.php,berlin_police_results.csv,True,['verfassungswidrig'],04.05.2021,['22'],"['19', '19']",[],['körperverletzung'],['verfassungswidriger'],
Antisemitische Farbschmiererei an Rotem Rathaus,03.05.2021,Mitte,"Nr. 0965
Unbekannte haben antisemitische Schriftzüge an das Rote Rathaus in Mitte geschmiert. Eine Streife des Zentralen Objektschutzes der Polizei Berlin sah gestern Abend gegen 20.40 Uhr in der Rathausstraße die in schwarzer Farbe aufgetragenen Schriftzüge an der Fassade des Rathauses. Darüber hinaus beschmierten Unbekannte einen in der Nähe abgestellten Bauschuttcontainer mit einem antisemitischen und volksverhetzenden Schriftzug. Der Polizeiliche Staatsschutz beim Landeskriminalamt führt die Ermittlungen zu den beiden Taten.",https://www.berlin.de/polizei/polizeimeldungen/2021/pressemitteilung.1081601.php,berlin_police_results.csv,True,['antisemitisch'],03.05.2021,['20.40'],[],[],[],"['antisemitische', 'antisemitischen']",
Beleidigt und bedroht,03.05.2021,Treptow-Köpenick,"Nr. 0964
Auf dem Vorplatz des S-Bahnhofs Adlershof soll ein 55 Jahre alter Mann gestern Abend einen 17-jährigen Jugendlichen rassistisch beleidigt und bedroht haben. Den bisherigen Ermittlungen zufolge unterhielt sich der Jugendliche gegen 18.15 Uhr mit seiner 16-jährigen Freundin, als der Tatverdächtige auftauchte und den 17-Jährigen beleidigte. Nachdem dieser ihn gefragt hatte, was diese Äußerung solle, habe der 55-Jährige zunächst ein Klappmesser aus seiner Tasche geholt und, nach einem weiteren Wortwechsel, eine Eisenstange. Beide Gegenstände zeigte er dem Jugendlichen, wodurch dieser sich bedroht fühlte. Alarmierte Polizeieinsatzkräfte brachten den Tatverdächtigen in einen Polizeigewahrsam, von wo aus er nach einer erkennungsdienstlichen Behandlung entlassen wurde. Ein bei ihm durchgeführter Atemalkoholtest zeigte einen Wert von etwa 1 Promille. Auf richterliche Anordnung wurde eine Blutentnahme angeordnet. Der Tatverdächtige selbst zeigte der Polizei an, dass er von
    dem 17-Jährigen bedroht worden sei. Der Polizeiliche Staatsschutz beim Landeskriminalamt führt die noch andauernden Ermittlungen.",https://www.berlin.de/polizei/polizeimeldungen/2021/pressemitteilung.1081447.php,berlin_police_results.csv,True,['rassistisch'],03.05.2021,['18.15'],"['17', '16', '17', '55', '17']","['mann', 'jugendliche']",[],['rassistisch'],
Mit Messer bedroht,02.05.2021,Lichtenberg,"Nr. 0961
In Karlshorst hat ein 35 Jahre alter Mann gestern Vormittag eine 39-jährige Frau und einen 39-jährigen Mann an ihrer Wohnungstür in einem Mehrfamilienhaus in der Brehmstraße mit einem Messer bedroht. Der Angreifer soll nach bisherigen Ermittlungen und Befragungen gegen 9.30 Uhr zunächst an der Hauseingangs- und dann der Wohnungstür der beiden geklingelt haben. Als die Wohnungsinhaber ihm öffneten, fragte der Tatverdächtige mit einem in ihre Richtung zeigenden Messer in der Hand, ob sie Juden seien. Als beide dies verneinten, versuchte der Mann, in ihre Wohnung zu gelangen. Dem 39-jährigen Wohnungsinhaber gelang es, den Angreifer herauszudrängen und die Wohnungstür zu schließen. Danach soll der Mann mehrfach an der Tür geklopft und geklingelt haben. Alarmierte Polizeieinsatzkräfte des Abschnitts 34 konnten ihn schließlich im Flur aufgreifen und festnehmen. Das Messer fanden sie dort auf einem Fensterbrett. Im Zuge der polizeilichen Maßnahmen machte der Mann
    gegenüber den Polizistinnen und Polizisten mehrere politisch motivierte und volksverhetzende Äußerungen. Ein bei dem Tatverdächtigen durchgeführter Atemalkoholtest zeigte einen Wert von 2,9 Promille an. Auf richterliche Anordnung wurde anschließend noch eine Blutentnahme durchgeführt. Der Mann wurde in einem Polizeigewahrsam erkennungsdienstlich behandelt und dann entlassen. Der Polizeiliche Staatsschutz beim Landeskriminalamt führt die noch andauernden Ermittlungen. Der Mann muss sich jetzt wegen Volksverhetzung, Hausfriedensbruchs und Bedrohung verantworten.",https://www.berlin.de/polizei/polizeimeldungen/2021/pressemitteilung.1081290.php,berlin_police_results.csv,True,['volksverhetzung'],02.05.2021,['9.30'],"['39', '39', '39']","['mann', 'frau', 'mann', 'mann', 'mann', 'mann', 'mann', 'mann']",[],['volksverhetzung'],
Fremdenfeindlich beleidigt,02.05.2021,Marzahn-Hellersdorf,"Nr. 0959
Gestern Abend wurde ein Mann in Marzahn fremdenfeindlich beleidigt. Dem derzeitigen Ermittlungsstand zufolge soll sich der 26-Jährige gegen 19 Uhr gemeinsam mit seiner Begleiterin an einer Bushaltestelle in der Havemannstraße aufgehalten haben, als er von einem bis dahin Unbekannten, der dort mit einer Frau auf einer Bank saß, beleidigt worden sein soll. Im weiteren Verlauf soll der Tatverdächtige mit einer Bierflasche in der Hand auf den jungen Mann zugegangen sein und dabei den Anschein erweckt haben, mit der Flasche zuschlagen zu wollen. Der 26-Jährige, der einen Angriff vermutete, soll dem augenscheinlich alkoholisierten Tatverdächtigen daraufhin mit der Faust gegen die Stirn geschlagen haben, sodass der Mann in Folge dessen kurzzeitig getaumelt sein und sich anschließend wieder auf die Bank gesetzt haben soll. Er erlitt leichte Hautabschürfungen im Stirnbereich, lehnte eine ärztliche Behandlung aber ab. Während des Vorfalls soll die Begleitung des Tatverdächtigen
    zudem mehrfach den sogenannten deutschen Gruß gezeigt und rechtsradikale Äußerungen gerufen haben. Alarmierte Einsatzkräfte stellten die Personalien aller Beteiligten fest und leiteten Ermittlungsverfahren wegen Beleidigung, Verwendens von Kennzeichen verfassungswidriger Organisationen und Körperverletzung ein. Die Ermittlungen dauern an.",https://www.berlin.de/polizei/polizeimeldungen/2021/pressemitteilung.1081288.php,berlin_police_results.csv,True,"['fremdenfeindlich', 'verfassungswidrig']",02.05.2021,['19'],"['26', '26']","['mann', 'frau', 'mann', 'mann']","['angriff', 'schlagen', 'beleidigung', 'körperverletzung']","['verfassungswidriger', 'fremdenfeindlich']",
Rassistisch beleidigt,01.05.2021,Charlottenburg-Wilmersdorf,"Nr. 0949
Der Polizeiliche Staatsschutz beim Landeskriminalamt ermittelt wegen des Verdachts einer Beleidigung mit fremdenfeindlichem Hintergrund in einem Lebensmittelmarkt in Charlottenburg gestern Abend. Nach bisherigen Ermittlungen und Befragungen soll eine 39-jährige Kundin des Marktes einen 47 Jahre alten Mitarbeiter des Geschäfts in der Dernburgstraße gegen 18.30 Uhr rassistisch beleidigt haben. Zuvor hatte der Mann die Kundin auf ihren fehlenden Mund-Nasen-Schutz hingewiesen. Die Frau gab an, ein Attest zu besitzen, das sie von der Tragepflicht befreie. Vorzeigen wollte sie es aber mit Verweis auf unter anderem den Datenschutz nicht. Daraufhin gerieten die beiden in Streit, in dessen Verlauf die rassistische Bemerkung gefallen sein soll. Das Streitgespräch wurde vor dem Laden fortgesetzt, nachdem der Mitarbeiter die Frau aufgefordert hatte, den Markt zu verlassen und diese ihren Einkauf an der Kasse bezahlt hatte. Die 39-Jährige zeigte den 47-Jährigen später wegen versuchter
    Körperverletzung vor dem Geschäft an. Polizeieinsatzkräften gegenüber konnte sie das Attest, das sie vom Tragen der Maske befreit, vorweisen.",https://www.berlin.de/polizei/polizeimeldungen/2021/pressemitteilung.1081268.php,berlin_police_results.csv,True,"['fremdenfeindlich', 'rassistisch']",01.05.2021,['18.30'],"['39', '39', '47']","['mann', 'frau', 'frau']","['beleidigung', 'körperverletzung']","['rassistisch', 'fremdenfeindlichem', 'rassistische']",
Fremdenfeindliche Beleidigungen und nationalsozialistische Parolen - Festnahme,29.04.2021,Lichtenberg,"Nr. 0933
Ein Familienvater alarmierte gestern Abend Polizeieinsatzkräfte nach Fennpfuhl. Dort teilte der 30-Jährige den Polizistinnen und Polizisten mit, dass er zusammen mit seiner Ehefrau und den gemeinsamen Kindern gegen 20.20 Uhr auf dem Anton-Saefkow-Platz unterwegs war, als sie dabei von einem Mann fremdenfeindlich beleidigt worden sein sollen. Als der 30-Jährige den Beleidiger zur Rede gestellt habe, soll dieser eine Flasche in Richtung der Familie geworfen haben. Zudem soll er mehrfach seinen rechten Arm nach vorn gestreckt und nationalsozialistische Parolen gerufen haben. Nach rechtlicher Belehrung widersprach der alkoholisierte 43-jährige Tatverdächtige den Vorwürfen. Die Einsatzkräfte brachten den Tatverdächtigen in einen Polizeigewahrsam, wo er nach einer Atemalkoholmessung mit dem Ergebnis von rund 1,7 Promille später wieder entlassen wurde. Die Ermittlungen führt der Polizeiliche Staatsschutz beim Landeskriminalamt.",https://www.berlin.de/polizei/polizeimeldungen/2021/pressemitteilung.1080445.php,berlin_police_results.csv,True,"['fremdenfeindlich', 'nationalsozialistisch', 'nationalsozialistische']",29.04.2021,['20.20'],"['30', '30', '43']",['mann'],['beleidigung'],"['fremdenfeindliche', 'nationalsozialistische', 'fremdenfeindlich']",
Rassistisch beleidigt und anschließend geflüchtet,29.04.2021,Marzahn-Hellersdorf,"Nr. 0932
Ein bislang unbekannter Mann beleidigte gestern Nachmittag eine Frau in Hellersdorf rassistisch. Kurz vor 17 Uhr war eine 29-Jährige mit ihrem 39-jährigen Begleiter auf der Stendaler Straße unterwegs, als sie dabei von einem noch unbekannten Mann rassistisch beleidigt wurde. Der 39-Jährige sprach den Mann an, stellte diesen zur Rede und verlangte, dass er bei der Beleidigten um Verzeihung bitte. Dies lehnte der Unbekannte ab, worauf hin der 39-jährige Zeuge die Polizei alarmierte. Der Tatverdächtige bat noch, dies nicht zu tun. Als er merkte, dass seine Bitte unerhört blieb, warf er ein mitgeführtes Fahrrad von sich und rannte auf der Stendaler Straße davon. Die Absuche der Fluchtrichtung und der Umgebung nach dem Flüchtigen, durch die alarmierten Polizistinnen und Polizisten, blieb ohne Erfolg. Ermittlungen am Ort ergaben, dass das Fahrrad, welches der unbekannte Tatverdächtige wegwarf, in Schleswig-Holstein als gestohlen gemeldet worden war. An dem Fahrrad gesicherte
    DNS-Spuren wurden den Ermittlungen, unter anderem wegen des Verdachts der Hehlerei, als Beweismittel zugeordnet. Die Ermittlungen wegen des Verdachts der rassistischen Beleidigung führt der Polizeiliche Staatsschutz beim Landeskriminalamt.",https://www.berlin.de/polizei/polizeimeldungen/2021/pressemitteilung.1080407.php,berlin_police_results.csv,True,['rassistisch'],29.04.2021,['17'],"['29', '39', '39', '39']","['mann', 'frau', 'mann', 'mann']",['beleidigung'],"['rassistisch', 'rassistischen']",
Beleidigung und Diebstahl angezeigt,29.04.2021,Spandau,"Nr. 0929
Beim Polizeiabschnitt 21 zeigte gestern Mittag eine Frau an, dass sie von Bahn-Mitarbeitern beleidigt und bestohlen worden sein soll. Ihren Angaben zufolge saß die 27-Jährige gegen 9.40 Uhr in einem Zug der Linie S9, als sie an der Station Pichelsberg von den Bediensteten kontrolliert wurde. Die nur Englisch sprechende Frau soll ihre Fahrkarte vorgezeigt haben, welche die Kontrolleure aber nicht akzeptiert haben sollen und den Personalausweis verlangten. Im weiteren Verlauf sollen die Männer sie fremdenfeindlich beleidigt und auch den Fahrausweis einbehalten haben. Die den Sachverhalt aufnehmende Dienstkraft leitete Ermittlungen wegen Beleidigung und Diebstahls ein.",https://www.berlin.de/polizei/polizeimeldungen/2021/pressemitteilung.1080377.php,berlin_police_results.csv,True,['fremdenfeindlich'],29.04.2021,['9.40'],['27'],"['frau', 'frau']","['beleidigung', 'diebstahl']",['fremdenfeindlich'],
Fremdenfeindliche Beleidigung angezeigt,28.04.2021,Mitte,"Nr. 0924
Eine Autofahrerin zeigte heute Vormittag auf einem Polizeiabschnitt eine fremdenfeindliche Beleidigung an. Die 34-Jährige gab an, dass sie morgens kurz vor 9 Uhr mit ihrem Auto gemeinsam mit ihrem fünfjährigen Sohn in Wedding unterwegs war. An einer Bushaltestelle in der Müllerstraße habe sie kurz angehalten, um einen Brief einzuwerfen. In dem Moment sei ein Linienbus der BVG in den Haltebereich eingefahren. Der Busfahrer soll ausgestiegen, sie und ihr Fahrzeug fotografiert und sie zudem fremdenfeindlich beleidigt haben. Die Ermittlungen wegen des Verdachts der fremdenfeindlichen Beleidigung gegen den zurzeit unbekannten Busfahrer hat der Polizeiliche Staatsschutz des Landeskriminalamtes übernommen.",https://www.berlin.de/polizei/polizeimeldungen/2021/pressemitteilung.1080032.php,berlin_police_results.csv,True,['fremdenfeindlich'],28.04.2021,[],['34'],[],['beleidigung'],"['fremdenfeindliche', 'fremdenfeindlich', 'fremdenfeindlichen']",
Taxifahrer betrogen und volksverhetzend beleidigt,28.04.2021,Friedrichshain-Kreuzberg,"Nr. 0922
Ein Taxifahrer wurde in der vergangenen Nacht in Friedrichshain von einem Fahrgast um sein Fahrgeld betrogen und beleidigt. Nach bisherigen Ermittlungen soll der 41-jährige Fahrgast gegen 2.45 Uhr an der Landsberger Allee Ecke Storkower Straße in das Taxi des 60 Jahre alten Mannes gestiegen sein. Während der Fahrt soll der Passagier den Fahrer mehrfach volksverhetzend beleidigt und geäußert haben, dass er das Fahrgeld nicht bezahlen könne. Daraufhin fuhr der 60-Jährige unmittelbar zum Polizeiabschnitt 51, um eine Anzeige zu erstatten. Hier setzte der alkoholisierte Tatverdächtige seine Beleidigungen vor den Polizistinnen und Polizisten lautstark fort. Die Einsatzkräfte brachten ihn in ein Polizeigewahrsam, von wo er nach einer erkennungsdienstlichen Behandlung entlassen wurde. Gegen den 41-Jährigen wurden Ermittlungsverfahren wegen des Verdachts des Fahrgeldbetruges und Volksverhetzung eingeleitet. Die Ermittlungen dauern an.",https://www.berlin.de/polizei/polizeimeldungen/2021/pressemitteilung.1079882.php,berlin_police_results.csv,True,['volksverhetzung'],28.04.2021,['2.45'],"['41', '60', '41']",[],['beleidigung'],"['volksverhetzend', 'volksverhetzung']",
In Bäckerei randaliert,26.04.2021,Friedrichshain-Kreuzberg,"Nr. 0909
Ein Mann randalierte heute Morgen in einer Bäckerei in Friedrichshain. Der 43-Jährige betrat gegen 7 Uhr den Verkaufsraum in der Warschauer Straße und kaufte zunächst Bier. Beim Bezahlen entstand ein Streitgespräch, in dessen Verlauf der Mann zunächst die beiden Verkäuferinnen fremdenfeindlich beleidigte sowie Lebensmittel, Gläser und andere Gefäße durch den Laden und zu Boden schmiss. Ein unbekannter Zeuge konnte ihn letztlich aus dem Geschäft drücken. Alarmierte Einsatzkräfte nahmen den Mann dann auf dem Gehweg fest, wobei er erheblichen Widerstand leistete. Auch in der Polizeiwache schlug und trat er um sich. Schließlich wurde er erkennungsdienstlich behandelt und musste sich einer Blutentnahme unterziehen. Danach wurde er aus dem Gewahrsam entlassen und muss sich nun wegen Beleidigung, Körperverletzung und Sachbeschädigung sowie Widerstands gegen und tätlichen Angriffs auf Vollstreckungsbeamte verantworten. Eine 40 Jahre alte Angestellte erlitt bei dem
    Gerangel leichte Hand- und Kopfverletzungen, die ambulant im Krankenhaus behandelt wurden. Ihre 35-jährige Kollegin blieb hingegen unverletzt. Der Polizeiliche Staatsschutz des Landeskriminalamtes hat die Ermittlungen übernommen.",https://www.berlin.de/polizei/polizeimeldungen/2021/pressemitteilung.1079131.php,berlin_police_results.csv,True,['fremdenfeindlich'],26.04.2021,[],"['43', '35']","['mann', 'mann', 'mann']","['angriff', 'beleidigung', 'körperverletzung']",['fremdenfeindlich'],
Verdacht der gefährlichen Körperverletzung und rassistischen Beleidigung,26.04.2021,Charlottenburg-Wilmersdorf,"Nr. 0907
Zwei bisher unbekannte Männern stehen im dringenden Verdacht der gefährlichen Körperverletzung und rassistischen Beleidigung.
Am Samstag, den 25. April 2020, sollen zwei Männer gegen 0.30 Uhr in einem U-Bahnzug der Linie U7, während der Fahrt vom Mierendorffplatz bis zum Fehrbelliner Platz, eine Frau und einen Mann mehrfach rassistisch beleidigt haben. Als das Paar das Duo aufforderte, dieses zu unterlassen, wurde es von den Gesuchten wiederholt gestoßen und geschubst. Dabei erlitten der Mann und die Frau leichte Verletzungen. Anschließend flüchteten beide Männer unerkannt.",https://www.berlin.de/polizei/polizeimeldungen/2021/pressemitteilung.1078947.php,berlin_police_results.csv,True,['rassistisch'],26.04.2021,['0.30'],[],"['frau', 'mann', 'mann', 'frau']","['beleidigung', 'körperverletzung']","['rassistisch', 'rassistischen']",
Bilanz zu mehreren Versammlungen und Aufzügen,25.04.2021,bezirksübergreifend,"Friedrichshain-Kreuzberg/Tempelhof-Schöneberg
Nr. 0900
Anlässlich mehrerer angezeigter Versammlungen war die Polizei Berlin gestern bis in den Nachmittag hinein mit in der Spitze 340 Mitarbeitenden im Einsatz.
Ab 13.30 Uhr versammelten sich Teilnehmerinnen und Teilnehmer zu einem angezeigten Aufzug unter dem Motto
„Generation miteinander – Herzensangelegenheit“
auf dem Antreteplatz Wilhelmstraße/Franz-Klühs-Straße. Der Aufzug sollte über mehrere Straßen in Kreuzberg und Tempelhof zum Platz der Luftbrücke führen. Gegen 14.30 Uhr setzte sich der Aufzug mit einer Teilnehmerzahl im untersten dreistelligen Bereich in Bewegung. Kurz vor der Kreuzung Hallesches Tor/Wilhelmstraße blockierten mehrere Radfahrerinnen und Radfahrer die Strecke und zündeten einen sogenannten Nebeltopf. In Absprache mit der Versammlungsleitung wurde der Aufzug, unter Abweichung der vormals angezeigten Strecke, auf den Mehringdamm geleitet, um diesen entlang zu laufen. Weitere Störaktionen im Bereich Mehringdamm/Obentrautstraße verhinderten dies jedoch. Die Einsatzkräfte konnten zwar ein direktes Einwirken auf die Versammlungsteilnehmenden verhindern, doch mussten weitere
    Unterstützungskräfte angefordert werden, da sich zunehmend mehr Störerinnen und Störer beteiligten. Im weiteren Verlauf versuchten Protestierende wiederholt Hindernisse auf die Fahrbahn zu legen, welches von den Polizeikräften unterbunden werden konnte. Zwischenzeitlich wurde der Endplatz der Versammlung vom Platz der Luftbrücke auf die Fläche rund um den U-und S-Bahnhof Tempelhof verlegt, wo der Aufzug gegen 17 Uhr eintraf und von der Versammlungsleitung für beendet erklärt wurde. Die Teilnehmerinnen und Teilnehmer des Aufzuges hielten sich die gesamte Zeit überwiegend an die geltenden Abstandsregeln und die Verpflichtung eine Mund-Nase-Bedeckung zu tragen. Gegen einzelne Teilnehmende die dagegen verstießen, schritten die Einsatzkräfte konsequent ein und leiteten Ermittlungsverfahren ein. Zudem wurden auch Lautsprecherdurchsagen mit der Aufforderung, die bestehenden Bestimmungen einzuhalten, durchgeführt.
Während der Aufzugsverlaufes mussten die Einsatzkräfte wiederholt Zwangsmaßnahmen gegen auch größere Gruppen von Störerinnen und Störern der mittlerweile 1500 Menschen, die sich an dem Gegenprotest beteiligten, durch Schieben und Drücken anwenden. Wiederholt wurde durch diese versucht, von außen auf den Aufzug einzuwirken sowie ihn zum Halten zu zwingen. Die Polizistinnen und Polizisten mussten mehrmals eine teils unübersichtliche Menschenmenge zurückdrängen, um ein Passieren des Aufzuges zu ermöglichen. Hierbei kam es auch zu Angriffen auf Einsatzkräfte. Während eines Angriffes fiel einem Polizisten dessen Reservemagazin seiner Dienstpistole aus der Halterung auf den Boden und wurde dabei beschädigt. Sämtliche herausgefallene Munition konnte aufgesammelt und gesichert werden.
Zu Gegenkundgebungen versammelten sich Teilnehmerinnen und Teilnehmer sowohl zu einem Aufzug mit dem Motto
„Gerade Denken-Solidarisch durch die Pandemie“
und einer Kundgebung mit dem Motto
„Stoppt das Leerdenken, kein Schritt mit den Faschisten“
auf der Wilhelmstraße, als auch zu einer Kundgebung mit dem Motto
„Möckernkiez gegen Nazis“
an der Kreuzung Yorckstraße/Großbeerenstraße. Alle drei Versammlungen, mit Teilnehmerinnen und Teilnehmern im mittleren und oberen zweistelligen Bereich, verliefen störungsfrei.
Die Einsatzkräfte mussten fünf Frauen und 18 Männern vorübergehend die Freiheit entziehen. Sie leiteten Strafermittlungs- und Ordnungswidrigkeitenverfahren, unter anderem wegen des Verdachts des tätlichen Angriffes, der Körperverletzung, der Beleidigung, der Sachbeschädigung und der Verwendung unrichtiger Gesundheitszeugnisse sowie des Nichttragens von Mund-Nase-Bedeckungen bei Versammlungen, ein. Nach bisherigen Feststellungen wurden sechs Polizistinnen und Polizisten verletzt.",https://www.berlin.de/polizei/polizeimeldungen/2021/pressemitteilung.1078686.php,berlin_police_results.csv,True,['nazi'],25.04.2021,"['13.30', '14.30', '17']",[],[],"['angriff', 'beleidigung', 'versammlung', 'körperverletzung']",['nazis'],
Flaschenwurf und fremdenfeindliche Beleidigung,24.04.2021,Friedrichshain-Kreuzberg,"Nr. 0891
Ein Mann soll in der vergangenen Nacht in Kreuzberg eine Frau mit einer Flasche beworfen und anschließend beleidigt haben. Nach bisherigen Ermittlungen und Zeugenfeststellungen war eine 31-Jährige kurz vor Mitternacht mit ihrem Hund spazieren, als sie dabei aus Richtung der Admiralbrücke Geräusche zersplitternden Glases hört. Als sie dort ankam, sah sie einen Mann, den sie fragte weshalb er mit Flaschen werfen würde. Der Alkoholisierte soll daraufhin eine Flasche nach der Frau geworfen und sie anschließend fremdenfeindlich beleidigt haben. Die Zeugin wich der Flasche aus und blieb unverletzt. Alarmierte Einsatzkräfte der Polizei nahmen den 46-Jährigen fest und führten eine Atemalkoholmessung durch, der der Tatverdächtige zustimmte. Die Messung ergab einen Wert von rund 2,2 Promille. Anschließend brachten sie den 46-Jährigen in ein Polizeigewahrsam, aus dem er nach einer durchgeführten Blutentnahme später wieder entlassen wurde. Die Ermittlungen wegen des Verdachts
    der versuchten gefährlichen Körperverletzung und der fremdenfeindlichen Beleidigung führt der Polizeiliche Staatsschutz beim Landeskriminalamt.",https://www.berlin.de/polizei/polizeimeldungen/2021/pressemitteilung.1078670.php,berlin_police_results.csv,True,['fremdenfeindlich'],24.04.2021,[],"['31', '46', '46']","['mann', 'frau', 'mann', 'frau']","['beleidigung', 'körperverletzung']","['fremdenfeindliche', 'fremdenfeindlich', 'fremdenfeindlichen']",
Streit in Supermarkt löst Polizeieinsatz aus,23.04.2021,Neukölln,"Nr. 0889
Streitigkeiten zwischen zwei Kunden eines Supermarktes in Neukölln lösten gestern Vormittag einen Polizeieinsatz aus.
Bisherigen Ermittlungen zufolge soll ein 71-jähriger Kunde eines Supermarktes in der Grenzallee gegen 11.40 Uhr eine rassistische Bemerkung über Schokoküsse, genau in dem Moment geäußert haben, als ein Schwarzer an ihm vorbeiging. Hieraus entstand in der Folge ein lautstarker Streit, bei dem der 71-Jährige ebenfalls von dem 32-jährigen Schwarzen beleidigt worden sein soll. Laut Angaben von Kunden im Supermarkt versuchte ein Zeuge vergeblich den aufgebrachten 32-Jährigen zu beruhigen, der kurz darauf vom Filialleiter des Hauses verwiesen worden sein soll. Der 32-Jährige zeigte später an, dass bei dem Streit ein Unbekannter im Geschäft einen leeren Karton nach ihm geworfen hätte. Die von einer Zeugin alarmierten Einsatzkräfte leiteten Strafermittlungsverfahren wegen wechselseitiger Beleidigungen und Körperverletzung ein. Nach einer Personalienfeststellung konnten die Beteiligten ihren Weg fortsetzen. Der Polizeiliche Staatsschutz beim Landeskriminalamt wird die
    weiteren Ermittlungen übernehmen. Die in den sozialen Netzwerken veröffentlichten Videos und Fotos zum Tatgeschehen werden mit in die Ermittlungen einbezogen.
Wegen des gestrigen Geschehens versammelten sich heute spontan 20 Personen vor und in dem Discounter, um sich mit dem 32-Jährigen zu solidarisieren.",https://www.berlin.de/polizei/polizeimeldungen/2021/pressemitteilung.1078658.php,berlin_police_results.csv,True,['rassistisch'],23.04.2021,['11.40'],"['71', '71', '32', '32', '32', '32']",[],"['beleidigung', 'körperverletzung']",['rassistische'],
