Title,Date,Location,Text,URL,Tag
Hohen Geldbetrag erbeutet,05.03.2025,"Hennigsdorf, Oberhavel","Durch Aufbrechen der Eingangstür haben sich drei bisher Unbekannte gegen 02:30 Uhr in der Nacht zu Dienstag Zutritt zu einem Lokal am Postplatz verschafft und dort gewaltsam mehrere Spielautomaten geöffnet. Aus diesen entwendeten sie Kleingeld in vierstelliger Höhe. Anschließend flüchteten die Männer in Richtung des Bahnhofes. Kriminaltechniker kamen zum Einsatz, um Spuren zu sichern, die weiteren Ermittlungen übernimmt die Kriminalpolizei.",https://polizei.brandenburg.de/pressemeldung/hohen-geldbetrag-erbeutet-/5475553,None
Einbruch in gewerblicher Einrichtung,05.03.2025,"Beetzseeheide OT Mötzow, Potsdam-Mittelmark",Durch Mitarbeiter der geschädigten Einrichtung wurde am Vormittag die Polizei zu einem Einbruchsdiebstahl gerufen. In der Nacht verschafften sich die unbekannten Täter gewaltsamen Zutritt zu den Büroräumlichkeiten des Verwaltungsgebäudes und entwendeten Bargeld. Der Schaden wird mit einem hohen dreistelligen Bereich beziffert. Durch die Beamten wurde eine Spurensuche durchgeführt und eine Strafanzeige aufgenommen. Die weiteren Ermittlungen übernimmt die Kriminalpolizei.,https://polizei.brandenburg.de/pressemeldung/einbruch-in-gewerblicher-einrichtung/5475036,None
Einbruch in Wohnung,05.03.2025,"Nord, Werner-Seelenbinder-Straße, Brandenburg an der Havel","Der geschädigte Mieter meldete am frühen Nachmittag der Polizei, dass in seine Wohnung eingebrochen wurde. Die derzeit unbekannten Täter verschafften sich zur Mittagszeit mit einem unbekannten Werkzeug gewaltsamen Zutritt zur Wohnung des Geschädigten, welche sich in einem Mehrfamilienhaus befindet. Die Täter durchsuchten nachfolgend die Wohnung nach wertintensiven Gegenständen und entwendeten Bargeld in vierstelliger Höhe. Die Beamten fertigten eine Strafanzeige. Die Spezialkräfte der Kriminalpolizei sicherten die Spuren, welche im Rahmen des weiteren Ermittlungsverfahrens ausgewertet werden.",https://polizei.brandenburg.de/pressemeldung/einbruch-in-wohnung/5475033,None
Kennzeichen von PKW gestohlen,04.03.2025,"Falkensee, Kremmener Straße, Havelland","Am Montagmorgen wurde durch den 24-jährigen Halter eines Pkw festgestellt, dass unbekannte Täter am vergangenen Wochenende die vordere Kennzeichentafel entwendet haben. Der PKW wurde durch den Halter zuvor im öffentlichen Verkehrsraum geparkt. Es entstand ein Schaden von ca. 50 Euro. Die Polizeibeamten nahmen eine Anzeige auf.",https://polizei.brandenburg.de/pressemeldung/kennzeichen-von-pkw-gestohlen/5473753,None
Garagen aufgebrochen,04.03.2025,"Eisenhüttenstadt, Oder-Spree","Wie der Polizei am 03.03.2025 angezeigt wurde, haben sich noch Unbekannte an mehreren Garagen in der Friedrich-List-Straße zu schaffen gemacht. Letztlich stellte sich heraus, dass insgesamt neun Objekte davon betroffen waren. Ersten Angaben zufolge nahmen die Täter u.a. ein E-Bike sowie ein Verlängerungskabel mit sich. Am Ort des Geschehens konnte ein Brecheisen aufgefunden und als mutmaßlicher Spurenträger sichergestellt werden. Jetzt übernehmen Kriminalisten der Inspektion Oder-Spree/Frankfurt (Oder) die weiteren Ermittlungen.",https://polizei.brandenburg.de/pressemeldung/garagen-aufgebrochen/5473506,None
Eindringling noch gesehen,04.03.2025,"Eisenhüttenstadt, Oder-Spree","Am frühen Morgen des 04.03.2025 überraschte ein Anwohner der Friedrich-Engels-Straße einen Mann im Keller eines Mehrfamilienhauses. Als der Eindringling mitbekam, dass sein Treiben aufgeflogen war, rannte er los, sprang dann auf ein Fahrrad und fuhr in Richtung Diehloer Straße davon. Nach ersten Erkenntnissen hatte der noch Unbekannte zwei der Kellerabteile angegriffen und bei seiner Flucht auch noch eine Lampe beschädigt. So entstand ein Sachschaden von mehreren Hundert Euro. Ob der Mann darüber hinaus etwas mit sich nahm, muss noch ermittelt werden.",https://polizei.brandenburg.de/pressemeldung/eindringling-noch-gesehen/5473501,None
Mit ungültigem Führerschein unterwegs,04.03.2025,"Ortrand, Oberspreewald-Lausitz","Polizeibeamte kontrollierten am Montag gegen 21:45 Uhr einen PKW MAZDA in der Elsterwerdaer Straße. Der Fahrer zeigte den Beamten einen Führerschein, der seit mehreren Jahren als verlustig gemeldet war. Einen aktuellen hatte der Mann auch nicht, weil ihm die Fahrerlaubnis behördlich entzogen worden war.
Er muss sich nun wegen Fahrens ohne Führerschein verantworten. Den ungültigen Führerschein stellten die Beamten sicher.",https://polizei.brandenburg.de/pressemeldung/mit-ungueltigem-fuehrerschein-unterwegs/5473351,None
Einbruch,04.03.2025,"Grünewalde, Oberspreewald-Lausitz","Die Polizei wurde am Dienstagvormittag zu einem Grundstück in die Sportplatzstraße gerufen. Unbekannte waren hier in ein Haus eingedrungen und hatten im Inneren alles durchwühlt.
Kriminaltechniker werden sich noch im Laufe des Dienstags das Objekt genau anschauen und Spuren sichern. Erst dann kann gesagt werden, was gestohlen wurde und welcher ungefähre Schaden verursacht wurde.",https://polizei.brandenburg.de/pressemeldung/einbruch/5473359,None
Falscher Name bei der Verkehrskontrolle,04.03.2025,"Annahütte, Oberspreewald-Lausitz","Ein regelrechtes Märchen hat der Fahrer eines PKW OPEL der Polizei am Montagabend aufgetischt. Gegen 17:50 Uhr hielten die Beamten den Kleinwagen in der Lindenstraße für eine Kontrolle an. Der Fahrer gab an, seine Papiere nicht dabei zu haben und nannte Namen und Geburtsdaten. Die ergaben laut einer Abfrage im Polizeisystem auch durchaus Sinn.
Ein Atemalkoholtest zeigte einen Wert im Ordnungswidrigkeitsbereich an, deshalb nahmen die Polizisten den Mann mit aufs Revier, um dort einen zweiten geeichten Test durchzuführen. Hier sollte auch die Identität nochmal eindeutig geklärt werden. Auf einmal hatte der Mann dann doch einen Ausweis. Auf dem allerdings ein komplett anderer Name stand, als der, den er angegeben hatte.
Nun fanden die Beamten heraus, dass der 53-Jährige keinen Führerschein besitzt. Er muss sich nun wegen verschiedener Verstöße verantworten.",https://polizei.brandenburg.de/pressemeldung/falscher-name-bei-der-verkehrskontrolle/5473350,None
Berauscht im gestohlenen Auto,04.03.2025,"BAB 13 bei Kittlitz, Oberspreewald-Lausitz","Seit Montagmittag ermittelt die Polizei zu einem Komplex von Straftaten, der anlässlich einer Verkehrskontrolle bekannt wurde. Beamte der Autobahnpolizei hatten einen PKW TOYOTA zwischen dem Spreewald-Dreieck und Kittlitz gestoppt. Dabei ergab eine Datenabfrage, dass das Auto am Sonntag in Berlin gestohlen worden war und seitdem in Fahndung stand. Am Fahrzeug waren polnische Nummernschilder montiert, so dass zusätzlich eine Anzeige wegen der Urkundenfälschung aufgenommen wurde.
Darüber hinaus zeigte der Drogenvortest bei dem 37-jährigen Fahrer eine positive Reaktion auf Amphetamine an und auch der Atemalkoholtest reagierte positiv. Im Rahmen der ersten Ermittlungen stellte sich heraus, dass der bereits polizeibekannte Mann nicht im Besitz eines Führerscheins ist.
Was folgte, war die vorläufige Festnahme und die Veranlassung der beweissichernden Blutprobe. Das Fahrzeug wurde zur Eigentums- und Beweissicherung abgeschleppt.",https://polizei.brandenburg.de/pressemeldung/berauscht-im-gestohlenen-auto/5473330,None
Haftbefehl angeordnet und verkündet,04.03.2025,"Königs Wusterhausen, Dahme-Spreewald","Die beiden Tatverdächtigen des Autodiebstahls und der Hehlerei, die am Sonntagnachmittag auf der BAB 13 bei Staakow festgenommen worden waren, wurden am Montag dem Amtsgericht Königs Wusterhausen zur Haftprüfung vorgestellt. Durch einen Richter des Amtsgerichtes wurde ihnen auf Antrag der Staatsanwaltschaft der Haftbefehl verkündet. Die beiden Männer wurden daraufhin einer Justizvollzugseinrichtung überstellt.
Ausgangsmeldung vom 03.03.2025 - BAB 13 bei Staakow:
Durch die Berliner Polizei wurde die Polizeidirektion Süd am Sonntag um 16:30 Uhr über ein gestohlenes Auto informiert, das in südlicher Richtung flüchtig war. Der HYUNDAI IONIQ konnte mit einem Air-Tag geortet werden, so dass sich die Autobahnpolizei unter Hinzuziehung des Polizeihubschraubers an den Fahndungsmaßnahmen beteiligte. Kurz vor der Anschlussstelle Staakow konnte das Fahrzeug kurz vor 17:00 Uhr gestoppt werden. Die beiden Insassen im Alter von 18 und 20 Jahren wurden vorläufig festgenommen. Gleichzeitig wurde der Abschleppdienst bestellt, um am Fahrzeug die Spurensicherung realisieren zu können. Die Ermittlungen zu den beiden Beschuldigten dauern an.",https://polizei.brandenburg.de/pressemeldung/haftbefehl-angeordnet-und-verkuendet/5473297,None
KFZ-Kriminalität,04.03.2025,"Landkreis Dahme-Spreewald, Dahme-Spreewald","Mehrere Autodiebstähle beschäftigten seit Montagmittag wiederum die Polizei. Zunächst wurde der Diebstahl eines RENAULT „Megane“ angezeigt, der in der vorangegangenen Nacht in der Havellandstraße von
Mittenwalde
geparkt war. In den Abendstunden wurde eine Diebstahl-Anzeige in
Wildau
aufgenommen, wo aus der Fichtestraße ein TOYOTA „Auris“ entwendet worden war.
Für die Besitzerin eines PKW gleichen Typs in
Königs Wusterhausen
nahm die Aufregung am gleichen Tag ein glückliches Ende. Am Vormittag hatte sie den Diebstahl ihres Kleinwagens aus der Schenkendorfer Flur angezeigt. Neben der Fahndung durch die Polizei hatten ihre Angehörigen und Freunde die Augen offengehalten und das Fahrzeug in den Abendstunden in der Bertolt-Brecht-Straße entdeckt. Zur Sicherung der Aufbruchspuren wurde das Auto abgeschleppt und kriminaltechnisch untersucht.
Bei den anderen Fahrzeugen wurde gleichzeitig mit der Anzeigenaufnahme die internationale Fahndung eingeleitet.",https://polizei.brandenburg.de/pressemeldung/kfz-kriminalitaet/5473293,None
Unfallursache Sekundenschlaf,04.03.2025,"BAB 15 bei Roggosen, Spree-Neiße","Zwischen Roggosen und Forst in Fahrtrichtung Polen war es am Dienstag gegen 08:00 Uhr zu einem Auffahrunfall mit drei Beteiligten gekommen. Ersten Ermittlungen zufolge war erhebliche Übermüdung und daraus resultierender so genannter „Sekundenschlaf“ die Ursache für einen Auffahrunfall zwischen einem PKW VW und dem Anhänger eines RENAULT-Transporters. Gleichzeitig streifte ein LKW-Sattelzug bei einem Überholvorgang den Transporter seitlich.
Durch die Wucht des doppelten Aufpralls landete der „Master“ im Straßengraben. Verletzt wurde entgegen erster Vermutungen niemand, aber bei einem Gesamt-Sachschaden von etwa 20.000 Euro musste für den Transporter und den VW ein Abschleppdienst organisiert werden.",https://polizei.brandenburg.de/pressemeldung/unfallursache-sekundenschlaf/5473289,None
Eine Frau und zwei Polizisten verletzt,04.03.2025,"Guben, Spree-Neiße","Eine Frau und zwei Polizisten sind am Montagabend von einem Mann in Guben verletzt worden. Der 39-Jährige hatte zunächst nach einem Streit mit einer 42-jährigen Frau diese im Gesicht verletzt.
Die alarmierten Polzisten griff er ebenfalls an, schlug nach ihnen und versuchte, sie zu beißen. Daher wurde der mit über drei Promille erheblich Alkoholisierte gefesselt und in Gewahrsam genommen. Die Polizisten wurden dabei verletzt und mussten medizinisch versorgt werden. Die Verletzte wurde durch Rettungskräfte in ein Krankenhaus gebracht.
Gegen den bereits polizeilich bekannten Mann wurden Strafverfahren wegen Körperverletzung und Widerstand gegen Vollstreckungsbeamte eingeleitet.",https://polizei.brandenburg.de/pressemeldung/eine-frau-und-zwei-polizisten-verletzt/5473276,None
E-Bike aus Keller gestohlen,04.03.2025,"Cottbus, Cottbus","Dienstagmorgen mussten Anwohner der Hans-Beimler-Straße feststellen, dass ihr Keller aufgebrochen worden war. Aus dem Verschlag hatten die Diebe ein E-Bike im Wert von rund 1.500 Euro gestohlen.
Die Polizei leitete Fahndungsmaßnahmen nach dem schwarzen Zweirad der Marke FISCHER ein.",https://polizei.brandenburg.de/pressemeldung/e-bike-aus-keller-gestohlen/5473266,None
Ermittlungen nach Unfallflucht,04.03.2025,"Cottbus, Cottbus","Ermittlungen wegen einer Verkehrsunfallflucht leitete die Polizei am Montagabend in Cottbus-Sandow ein. Ein Anwohner hatte beobachtet, wie ein weißer MERCEDES-Transporter beim Ausparken gegen einen PKW OPEL gestoßen war und im Anschluss davonfuhr.
An dem ASTRA entstanden dadurch Schäden von etwa 2.000 Euro. Die Ermittlungen zu dem Unfallverursacher dauern an.",https://polizei.brandenburg.de/pressemeldung/ermittlungen-nach-unfallflucht/5473254,None
Ladendieb in Gewahrsam genommen,04.03.2025,"Cottbus, Cottbus","Ein Ladendieb wurde am Montag gegen 18:30 Uhr bei einem Diebstahl in einer Drogerie in der Innenstadt ertappt. Der 40-Jährige hatte versucht, Parfüm im Wert von fast 100 Euro zu stehlen. Zeugen hatten den Mann bis zum Eintreffen der Polizei festgehalten.
Die Beamten nahmen diesen in Gewahrsam, da er bereits zuvor aufgefallen war und mit über zwei Promille erheblich alkoholisiert war. Gleichzeitig wurde ein Strafverfahren gegen den Mann eingeleitet.",https://polizei.brandenburg.de/pressemeldung/ladendieb-in-gewahrsam-genommen/5473253,None
Alkoholisiert am Steuer,04.03.2025,"Cottbus, Cottbus","Erheblich alkoholisiert war eine VW-Fahrerin am Montagnachmittag in Sachsendorf unterwegs. Ein Atemalkoholtest im Rahmen einer Verkehrskontrolle zeigte bei der 42-jährigen Frau eine Wert von über zwei Promille.
Zur Sicherung von Beweisen wurde eine Blutprobe veranlasst, eine Strafverfahren eingeleitet und der Frau die Weiterfahrt untersagt.",https://polizei.brandenburg.de/pressemeldung/alkoholisiert-am-steuer/5473245,None
Kennzeichentafeln gestohlen,04.03.2025,"Seelow, Märkisch-Oderland","Im Tagesverlauf des 03.03.2025 machten sich noch Unbekannte an einem in der Hinterstraße abgestellten VW up! zu schaffen. Sie demontierten dessen Kennzeichentafeln und verschwanden damit erst einmal unerkannt. Wer diejenigen waren, ermittelt nun die Kriminalpolizei.",https://polizei.brandenburg.de/pressemeldung/kennzeichentafeln-gestohlen/5473192,None
In Einfamilienhaus eingedrungen,04.03.2025,"Hoppegarten, Märkisch-Oderland","Wie der Polizei am 03.03.2025 angezeigt wurde, haben sich Einbrecher Zutritt zu einem Einfamilienhaus in der Straße des Friedens verschafft. Anschließend durchsuchten die Täter sämtliche Räume nach Wertgegenständen. Eine genaue Schadensaufstellung war bei der Anzeigenaufnahme aber noch nicht möglich gewesen. Jetzt ermittelt die Kriminalpolizei in der Sache.",https://polizei.brandenburg.de/pressemeldung/in-einfamilienhaus-eingedrungen/5473188,None
In Diebeshand gefallen,04.03.2025,"Rüdersdorf b. Berlin und Dahlwitz-Hoppegarten, Märkisch-Oderland","In der Nacht zum 03.03.2025 wurden in Märkisch-Oderland gleich zwei Autos des Herstellers Ford gestohlen.
So geschehen in Rüdersdorf, wo es die Halter eines Ford Mondeos traf. Sie hatten den Wagen nachmittags zuvor in der Ernst-Thälmann-Straße abgestellt. Ihnen entstand so ein Schaden von rund 18.000 Euro.
In Dahlwitz-Hoppegarten verschwand ein Ford S-Max, der in der Alten Berliner Straße gestanden hatte. Hier wird die Schadenssumme auf rund 12.000 Euro geschätzt.",https://polizei.brandenburg.de/pressemeldung/in-diebeshand-gefallen/5473184,None
Hakenkreuz geschmiert,04.03.2025,"Bernau b. Berlin, Barnim","Am Nachmittag des 03.03.2025 wurden Polizisten in die Kriemhildstraße gerufen. Noch unbekannte Graffitischmierer hatten dort an einem Trafohäuschen ein Hakenkreuz hinterlassen. Wer diejenigen waren und welche Motivation sie hatten, ermittelt nun der Polizeiliche Staatsschutz der Direktion Ost.",https://polizei.brandenburg.de/pressemeldung/hakenkreuz-geschmiert/5473139,Hakenkreuz
Fahrraddieb aufgeflogen,04.03.2025,"Schlaatz, Sperberhorst, Potsdam","Am Montagmorgen meldete sich eine Anwohnerin aus dem Potsdamer Stadtteil Schlaatz bei der Polizei, nachdem ihr Fahrrad aus einem Keller in der Straße Sperberhorst entwendet wurde. Unbekannte Täter gelangten vermutlich in der Nacht von Sonntag auf Montag in das Mehrfamilienhaus, indem sie die Kellertür und anschließend auch die Tür zum Fahrradkeller gewaltsam aufbrachen. Es entstand ein Schaden von etwa 3.000 Euro. Im Rahmen der Anzeigenaufnahme wurden Spuren gesichert.
Aufgrund eines verbauten Ortungssystems konnte die Geschädigte das Fahrrad im Verlauf des Montagnachmittags im Stadtteil Fahrland orten. Hinzugerufene Kollegen der Potsdamer Polizei konnten das entwendete Fahrrad im Rahmen einer Durchsuchung in den Kellerräumen eines Mehrfamilienhauses feststellen. Das Fahrrad wurde sichergestellt. Dabei konnte auch ein möglicher Tatverdächtiger namentlich bekannt gemacht werden. Die Ermittlungen in der Sache dauern an.",https://polizei.brandenburg.de/pressemeldung/fahrraddieb-aufgeflogen/5473132,None
Hakenkreuz geschmiert,04.03.2025,"Bernau b. Berlin, Barnim","Am Nachmittag des 03.03.2025 wurden Polizisten in die Kriemhildstraße gerufen. Noch unbekannte Graffitischmierer hatten dort an einem Trafohäuschen ein Hakenkreuz hinterlassen. Wer diejenigen waren und welche Motivation sie hatten, ermittelt nun der Polizeiliche Staatsschutz der Direktion Ost.",https://polizei.brandenburg.de/pressemeldung/hakenkreuz-geschmiert/5473140,Hakenkreuz
Baustelle von Dieben heimgesucht,04.03.2025,"Eberswalde, Barnim","Am Vormittag des 04.03.2025 wurden Polizisten in die Eberswalder Straße gerufen. Dort hatten sich noch Unbekannte Zutritt zu einer Baustelle verschafft und dann diverse Elektrowerkzeuge zusammengerafft. Damit verschwanden sie schließlich vom Ort des Geschehens. Den betroffenen Firmen hinterließen die Täter einen Sachschaden von mehreren Tausend Euro. Wer diejenigen waren und wohin das Diebesgut gebracht wurde, ermittelt nun die Kriminalpolizei.",https://polizei.brandenburg.de/pressemeldung/baustelle-von-dieben-heimgesucht/5473131,None
Nichts vorgefunden,04.03.2025,"Eberswalde, Barnim","Wie der Polizei am 03.03.2025 gemeldet wurde, haben sich noch Unbekannte Zutritt zu einem Betriebsgelände in der Coppistraße verschafft. Da die zuvor dort ansässige Firma jedoch vor einiger Zeit den Standort verließ, fanden die Täter nichts Verwertbares mehr vor. So blieb dann auch es bei einem geringen Sachschaden.",https://polizei.brandenburg.de/pressemeldung/nichts-vorgefunden/5473129,None
Ermittlungen eingeleitet,04.03.2025,"Angermünde, Uckermark","Am Abend des 03.03.2025 meldete sich ein Zeuge bei der Polizei, nachdem er eine Auseinandersetzung mitbekommen hatte, die sich im Bereich rund um den Bahnhofsvorplatz zwischen zwei Männern und einer Frau abgespielt hatte. Tatsächlich trafen Polizisten das Trio dort auch an. Die 38-jährige Frau wies Gesichtsverletzungen auf, die ihr nach ersten Erkenntnissen von einem der beiden Männer zugefügt worden waren. Da der 27-Jährige die Polizisten auch noch beleidigte, wird nun zum Vorwurf der gefährlichen Körperverletzung und der Beleidigung ermittelt. Was den Tatverdächtigen antrieb, sich so zu gebärden, wird bei den Ermittlungen ebenfalls geklärt.",https://polizei.brandenburg.de/pressemeldung/ermittlungen-eingeleitet/5473119,None
Graffiti geschmiert,04.03.2025,"Schwedt/Oder, Uckermark","Wie der Polizei am 03.03.2025 angezeigt wurde, haben sich noch Unbekannte an der Wand einer Garage Am Kniebusch zu schaffen gemacht. So hinterließen sie u.a. ein Hakenkreuz, was die Kriminalpolizei nun zum Vorwurf des Verwendens von Kennzeichen verfassungswidriger Organisationen ermitteln lässt. Dabei wird es auch um die Motivation der Täter gehen.",https://polizei.brandenburg.de/pressemeldung/graffiti-geschmiert/5473094,Hakenkreuz
Einbruch in gewerblicher Einrichtung,04.03.2025,"Linthe, Zielitzstraße, Potsdam-Mittelmark","Durch Mitarbeiter der geschädigten Firma wurde ein angegriffenes Baufahrzeug auf dem Grundstück festgestellt und die Polizei informiert. Unbekannten Täter verschafften sich über die letzten zwei Tage gewaltsamen Zutritt zum umfriedeten Gelände und demontierten von einem Arbeitsfahrzeug Anbauteile. Weiterhin wurden weitere Gegenstände für den Abtransport bereitgelegt, die jedoch aus derzeit nicht bekannten Gründen vor Ort verblieben. Der Schaden wird mit einem mittleren vierstelligen Betrag beziffert. Durch die Beamten wurde umfassendes Spurenmaterial gesichert und eine Strafanzeige aufgenommen. Die weiteren Ermittlungen übernimmt die Kriminalpolizei.",https://polizei.brandenburg.de/pressemeldung/einbruch-in-gewerblicher-einrichtung/5473067,None
Versuchter Einbruch in Wohnung,04.03.2025,"Altstadt, Magdeburger Straße, Brandenburg an der Havel","Eine Zeugin meldete am Montagnachmittag der Polizei, dass versucht wurde in eine leergezogene Wohnung einzubrechen. Die unbekannten Täter versuchten offenbar während der vergangenen Wochen sich gewaltsam über die verschlossene Wohnungseingangstür Zutritt zu verschaffen. Aus bislang nicht bekannten Gründen gelang es jedoch nicht, das Vorhaben umzusetzen. Ein Sachschaden von mehreren Hundert Euro entstand. Die Beamten nahmen eine Strafanzeige auf und sicherten Spurenmaterial. Die Kriminalpolizei ermittelt.",https://polizei.brandenburg.de/pressemeldung/versuchter-einbruch-in-wohnung/5473066,None
Passanten mit Messer bedroht,04.03.2025,"Altstadt, Nicolaiplatz, Brandenburg an der Havel","Die Polizei ist am Montagnachmittag in die Altstadt von Brandenburg an der Havel gerufen worden. Dort war am Nicolaiplatz ein Mann gemeldet worden, der sichtbar mit einem Messer herumlaufen und damit offenbar wahllos Passanten bedrohen solle. Die Polizisten konnten den Mann finden und fixieren. Bei ihm wurde tatsächlich ein Messer aufgefunden, das beschlagnahmt wurde. Verletzt wurde niemand. Aufgrund eines möglichen psychischen Ausnahmezustandes des Tatverdächtigen wurden Rettungskräfte hinzugezogen, die den Mann in eine Fachklinik brachten. Es wurde eine Anzeige wegen Bedrohung aufgenommen.",https://polizei.brandenburg.de/pressemeldung/passanten-mit-messer-bedroht/5473020,None
Unbekannte stehlen Auto,04.03.2025,"Rangsdorf, Frühlingsstraße, Teltow-Fläming","In der Nacht von Montag auf Dienstag wurde der Polizei der Diebstahl eines PKWs gemeldet. Unbekannte Täter entwendeten einen PKW der Marke Jeep. Das Fahrzeug war im öffentlichen Verkehrsraum am Fahrbahnrand abgestellt. Der Schaden wird auf etwa 50.000 Euro beziffert.
Polizeibeamte dokumentierten den Tatort und schrieben den PKW zur Fahndung aus. Eine entsprechende Strafanzeige wurde gefertigt.
Tatzeit: Montag, 03.03.2025, bis Dienstag 04.03.2025, 03:00 Uhr",https://polizei.brandenburg.de/pressemeldung/unbekannte-stehlen-auto/5472691,None
PKW gestohlen,04.03.2025,"Zossen, Wünsdorf, Berliner Allee, Teltow-Fläming","Am Montagmorgen ist die Polizei über einen Fahrzeugdiebstahl in Wünsdorf informiert worden. Der PKW der Marke Toyota war auf einem öffentlichen Parkplatz geparkt. Der entstandene Schaden wird auf rund 10.000 Euro geschätzt.
Durch die eingesetzten Beamten wurde der Tatort dokumentiert, Spuren gesichert und Fahndungsmaßnahmen nach dem gestohlenen PKW eingeleitet. Eine Strafanzeige wurde aufgenommen.
Montag, 03.03.2025, 07:20 Uhr",https://polizei.brandenburg.de/pressemeldung/pkw-gestohlen/5472687,None
Fahrzeuge beschädigt und Scheinwerfer entwendet,04.03.2025,"Blankenfelde-Mahlow, Mahlow, Am Lückefeld, Teltow-Fläming","Am Montagmorgen ist die Polizei nach Mahlow gerufen worden. Unbekannte Täter verschafften sich Zutritt auf ein Firmengelände und beschädigten bei insgesamt neun dort abgestellten Kleintransportern eine Scheibe. Weiterhin wurden bei den Fahrzeugen die Scheinwerfer demontiert und entwendet.
Der Schaden wird auf etwa 40.000 Euro geschätzt. Durch die Polizeibeamten wurde der Tatort dokumentiert und Spuren gesichert. Außerdem wurde eine entsprechende Strafanzeige gefertigt.
Tatzeit: Freitag, 28.02.2025, 16:30 Uhr bis Montag, 03.03.2025, 06:30 Uhr",https://polizei.brandenburg.de/pressemeldung/fahrzeuge-beschaedigt-und-scheinwerfer-e/5472686,None
Motorrad gestohlen,03.03.2025,"Nauen, Mauerstraße, Havelland","Durch den Eigentümer einer Honda wurde der Polizei am Sonntagabend gemeldet, dass sich bislang unbekannte Täter Zugang zu einem Privatgelände verschafft haben, auf welchem das Motorrad zuvor abgestellt wurde. Von dort entwendeten Sie das nicht fahrbereite Motorrad auf unbekannt Art und Weise und konnten dann damit entkommen. Es entstand Sachschaden von ca. 2.000 Euro. Durch die Polizei wurde eine Strafanzeige aufgenommen, Spuren gesichert und die Ermittlungen aufgenommen.",https://polizei.brandenburg.de/pressemeldung/motorrad-gestohlen/5471122,None
Ackerschlepper teilweise demontiert,03.03.2025,"Herzberg, Elbe-Elster","Die Polizei wurde am Montagmorgen zu einem Agrarbetrieb in die Uebigauer Straße gerufen. Unbekannte hatten hier mehrere Bauteile an einem Ackerschlepper demontiert.
Der Gesamtschaden beträgt einige tausend Euro.",https://polizei.brandenburg.de/pressemeldung/ackerschlepper-teilweise-demontiert/5470491,None
Einbruch,03.03.2025,"Elsterwerda, Elbe-Elster","Die Polizei wurde am Sonntagvormittag in die Saathainer Straße gerufen. Unbekannte waren hier in Geschäfts- und Privaträume eingedrungen. Ob etwas gestohlen wurde, ist Gegenstand weiterführender Ermittlungen.
Kriminaltechniker haben am Ort verschiedene Spuren gesichert, mit denen sich nun die Kriminalpolizei beschäftigt.",https://polizei.brandenburg.de/pressemeldung/einbruch/5470478,None
Einbruch,03.03.2025,"Lindenau, Oberspreewald-Lausitz","Eine Anwohnerin der Straße des Friedens bemerkte am Samstagnachmittag, dass in ein Nebengebäude eingebrochen worden war. Nach ersten Erkenntnissen hatten die Unbekannten unter anderem eine Pumpe und eine Leiter mitgenommen.
Es entstand ein Schaden von einigen hundert Euro, die Kriminalpolizei hat die weiteren Ermittlungen übernommen.",https://polizei.brandenburg.de/pressemeldung/einbruch/5470476,None
Sachbeschädigung durch Graffiti,03.03.2025,"Finsterwalde, Elbe-Elster","Gleich zwei Sachbeschädigungen durch Graffiti hat die Polizei am Montagmorgen aufgenommen. Am Wasserturm fand sich ein etwa vier mal ein Meter großer Schriftzug und auch eine nahegelegene Messanlage wurde beschmiert.
Die Kriminalpolizei hat die weiteren Ermittlungen übernommen.",https://polizei.brandenburg.de/pressemeldung/sachbeschaedigung-durch-graffiti/5470465,None
Autos beschmiert und beschädigt,03.03.2025,"Finsterwalde, Elbe-Elster","Mehrere beschmierte und beschädigte Autos beschäftigten die Polizei am Samstagnachmittag: Ein AUDI, ein TOYOTA und ein VW wurden in der
Südpassage
mit blauer Farbe beschmiert, ebenso die Innenwand der Passage. Ebenfalls blau angemalt wurde ein MAZDA in der
Bergmühle
. In der
Berliner Straße
stellte der Fahrer eines VW fest, dass ihm jemand das Auto zerkratzt hatte. In der
Hessenstraße
war die Heckscheibe eines OPEL mit einem Stein eingeworfen worden.
Der Gesamtschaden liegt im vierstelligen Bereich. Schriftzüge oder ähnliches konnten nicht festgestellt werden, auch ein politischer Bezug ist nicht ersichtlich. Die Kriminalpolizei ermittelt jetzt zu den Hintergründen.",https://polizei.brandenburg.de/pressemeldung/autos-beschmiert-und-beschaedigt/5470438,None
Radlader gestohlen,03.03.2025,"Finsterwalde, Elbe-Elster","Die Polizei wurde am Montagmorgen zu einer Baustelle in der Albert-Prochnow-Straße gerufen. Mitarbeiter hatten festgestellt, dass dort übers Wochenende ein Radlader gestohlen worden war.
Gleichzeitig mit der Anzeigenaufnahme wurde die internationale Fahndung nach dem Gerät eingeleitet. Die Beamten haben außerdem Spuren gesichert, mit denen sich nun die Kriminalpolizei befassen wird.",https://polizei.brandenburg.de/pressemeldung/radlader-gestohlen/5470426,None
