Title,Date,Location,Text,URL,RightWingRelated,KeywordMatch,OffenceType,Action,PossibleMotive
Firmeneinbruch,14.02.2025,"Bad Liebenwerda, Elbe-Elster","Donnerstagmorgen meldete der Inhaber einer Firma für Gaststättenbedarf den Einbruch in sein Objekt. Unbekannte hatten sich gewaltsam Zutritt verschafft und durchsuchten die Räumlichkeiten nach Wertgegenständen.
Es entstand ein Gesamtschaden von etwa 500 Euro. Die Beamten sicherten Spuren und leiteten ein entsprechendes Ermittlungsverfahren ein.",https://polizei.brandenburg.de/pressemeldung/firmeneinbruch/5436512,False,,[],[],[]
Diebe im Telefonshop,14.02.2025,"Finsterwalde, Elbe-Elster","Zwei jugendlich aussehende Täter betraten am Mittwoch gegen 17:20 Uhr einen Telefonshop in der Berliner Straße und erkundigten sich bei einer Mitarbeiterin über einen Vertrag. In einem Moment der Unaufmerksamkeit rissen die Beiden Smartphones und eine Uhr von den Befestigungskabeln ab und flüchteten.
Dem Telefonshop entstand ein Schaden von mehreren tausend Euro. Gegen die Tatverdächtigen wird derzeit ermittelt.",https://polizei.brandenburg.de/pressemeldung/diebe-im-telefonshop/5436511,False,,[],[],[]
Verkehrsunfall mit Überraschung,14.02.2025,"Göritz, Oberspreewald-Lausitz","Ein Passant meldete sich in der Nacht zu Donnerstag bei der Polizei und teilte einen Verkehrsunfall auf der Straße ‚An der B115‘ zwischen Göritz und Vetschau mit. Die Fahrerin eines PKW VW kam von der Fahrbahn ab und überschlug sich. Sie zog sich durch den Unfall Verletzungen zu, die vor Ort durch den Rettungsdienst versorgt wurden.
Ein möglicher Grund für die Unfallursache ließ sich schnell finden. Nachdem die Beamten Alkoholgeruch bei der 40-Jährigen wahrnahmen, ergab ein darauf durchgeführter Atemalkoholtest 1,39 Promille. Während der Abschleppdienst das nicht mehr fahrbereite Auto barg, veranlassten die Beamten eine Blutprobenentnahme im Krankenhaus, nahmen der Fahrerin den Führerschein ab und untersagten ihr die Weiterfahrt.",https://polizei.brandenburg.de/pressemeldung/verkehrsunfall-mit-ueberraschung/5436508,False,,[],[],[]
Einbruch in Gewerberäume,14.02.2025,"Zeuthen, Dahme-Spreewald","Einbrecher trieben in der Nacht zum Donnerstag ihr Unwesen in der Goethestraße, wie der Polizei am frühen Morgen angezeigt wurde. Gewaltsam waren sie in die Räume einer gewerblichen Einrichtung eingedrungen und hatten mehrere Türen im Gebäudeinneren aufgebrochen. Bisherigen Aussagen zufolge waren Mobiltelefone gestohlen worden.
Was darüber hinaus entwendet wurde und die Höhe der verursachten Schäden ist nun Gegenstand kriminalpolizeilicher Ermittlungen. In deren Rahmen wurden am Vormittag Kriminaltechniker zur Spurensicherung eingesetzt.",https://polizei.brandenburg.de/pressemeldung/einbruch-in-gewerberaeume/5436506,False,,[],[],[]
Einbruch in Kläranlage,14.02.2025,"Neuhausen, Spree-Neiße","Ein Mitarbeiter meldete sich Donnerstagmorgen gegen 09:30 Uhr bei der Polizei und meldete den Einbruch in ein Klärwerk in der Dr.-Sauer-Straße. Unbekannte verschafften sich gewaltsam Zutritt zum Objekt und entwendeten Inventar aus den Sozialräumen.
Die Polizei sicherte Spuren. Der Gesamtschaden ist Teil weiterer Ermittlungen.",https://polizei.brandenburg.de/pressemeldung/einbruch-in-klaeranlage/5436490,False,,[],[],[]
Ohne Führerschein unterwegs,14.02.2025,"Spremberg, Spree-Neiße","Polizeibeamte kontrollierten am Mittwochmittag einen VW ""Golf"" im Artur-Becker-Ring. Der Fahrer zeigte den Beamten einen ukrainischen Führerschein, bei dem die Beamten erhebliche Zweifel hatten, ob er echt war.
Sie prüften in den polizeilichen Auskunftssystemen nach und fanden heraus, dass der Mann keine gültige Fahrerlaubnis besitzt. Deshalb untersagten sie ihm die Weiterfahrt und fertigten eine entsprechende Anzeige.",https://polizei.brandenburg.de/pressemeldung/ohne-fuehrerschein-unterwegs/5436489,False,,[],[],[]
Ladendieb gestellt,14.02.2025,"Brieske, Oberspreewald-Lausitz","Mitarbeiter eines Bekleidungsgeschäfts in der Briesker Straße erkannten am Donnerstag gegen 14:30 Uhr einen Ladendieb und informierten die Polizei. Der 39-Jährige hatte versucht, Schuhe zu stehlen. Die hinzugerufenen Polizisten fanden bei dem Mann auch zwei Mobiltelefone, für die er keinen schlüssigen Eigentumsnachweis erbringen konnte.
Weitere Ermittlungen ergaben, dass ein Telefon als gestohlen in Fahndung stand. Zur Durchführung kriminalpolizeilicher Maßnahmen wurde der polnische Staatsangehörige in die Polizeiinspektion gebracht.",https://polizei.brandenburg.de/pressemeldung/ladendieb-gestellt/5436470,False,,[],[],[]
Verkehrsunfall unter Alkoholeinfluss,14.02.2025,"Vetschau, Oberspreewald-Lausitz","Auf der Maxim-Gorki-Straße sind am Donnerstag gegen 20:20 Uhr ein PKW FORD und ein VW zusammengestoßen. Verletzt wurde dabei niemand. Ein Atemalkoholtest bei dem VW-Fahrer ergab jedoch, dass dieser mit über einem Promille alkoholisiert war.
Zur Sicherung von Beweisen wurde daher eine Blutprobe veranlasst und der Führerschein des Mannes sichergestellt. Die Schäden an den weiter fahrbereiten Autos belaufen sich auf rund 3.000 Euro.",https://polizei.brandenburg.de/pressemeldung/verkehrsunfall-unter-alkoholeinfluss/5436469,False,,[],[],[]
Erheblich alkoholisiert am Steuer,14.02.2025,"Ressen, Oberspreewald-Lausitz","Bei Ressen ist am Donnerstagabend ein PKW FORD von der Bundesstraße 169 abgekommen und im Graben gelandet. Verletzt wurde dabei niemand und auch die Schäden an dem Auto hielten sich mit geschätzten 2.000 Euro in Grenzen.
Ein Atemalkoholtest bei dem 35-jährigen Fahrer zeigte jedoch ein Ergebnis von über zwei Promille. Daher wurde eine Blutprobe veranlasst und der Führerschein sowie der Autoschlüssel sichergestellt.",https://polizei.brandenburg.de/pressemeldung/erheblich-alkoholisiert-am-steuer/5436468,False,,[],[],[]
Kleinwagen gestohlen,14.02.2025,"Schönefeld, Dahme-Spreewald","Der Diebstahl eines PKW RENAULT von einem Grundstück in der Straße Am Schulzenpfuhl wurde der Polizei am Donnerstagabend gemeldet.
Gleichzeitig mit der Anzeigenaufnahme wurde die internationale Fahndung nach dem Modell „Clio“ eingeleitet.",https://polizei.brandenburg.de/pressemeldung/kleinwagen-gestohlen/5436459,False,,[],[],[]
Transporter aufgebrochen,14.02.2025,"Eichwalde, Dahme-Spreewald","Diebe trieben ihr Unwesen in der Nacht zum Donnerstag in der Chopinstraße, wie der Polizei am frühen Nachmittag angezeigt wurde.
Ein MERCEDES-Transporter war aufgebrochen worden, um daraus Marken-Baumaschinen im geschätzten Wert von etwa 5.000 Euro zu stehlen.",https://polizei.brandenburg.de/pressemeldung/transporter-aufgebrochen/5436438,False,,[],[],[]
Von der Ladefläche gestohlen,14.02.2025,"Cottbus, Cottbus","Von der Ladefläche eines in der Herderstraße abgestellten Transporters haben Diebe in der vergangenen Nacht einen Vibrationsstampfer gestohlen.
Der Firmenmitarbeiter hatte den Diebstahl am Morgen bemerkt und die Polizei verständigt. Der Sachschaden wurde mit rund 2.000 Euro angegeben.",https://polizei.brandenburg.de/pressemeldung/von-der-ladeflaeche-gestohlen/5436425,False,,[],[],[]
E-Bike sichergestellt,14.02.2025,"Cottbus, Cottbus","Anwohner der Wernerstraße informierten am Donnerstagmittag die Polizei, nachdem sie im Hausflur des Mehrfamilienhauses ein E-Bike festgestellt hatte, dass offensichtlich keinem Bewohner gehört.
Die Ermittlungen der hinzugerufenen Polizisten ergaben, dass das Zweirad vor wenigen Tagen als gestohlen gemeldet wurde. Daher stellten sie es sicher.",https://polizei.brandenburg.de/pressemeldung/e-bike-sichergestellt/5436424,False,,[],[],[]
Räuber erbeutet Bargeld,14.02.2025,"Cottbus, Cottbus","Am Donnerstagabend wurde der Polizei ein Raub in der Thierbacher Straße angezeigt. Demnach wurde die Mitarbeiterin eines Lieferdienstes von einem bislang unbekannten Täter gegen 20:00 Uhr vor die Filiale mit einer Waffe bedroht. Der maskierte Mann fordert dabei die Herausgabe von Bargeld. Nachdem die Mitarbeiterin eine geringe Menge Bargeld übergeben hatte, flüchtete der Täter vom Ort des Geschehens.
Im Rahmen der umgehend eingeleiteten Fahndungsmaßnahmen konnte dieser nicht mehr festgestellt werden. Die weiteren Ermittlungen zu dem Täter führt die Kriminalpolizei. Die Frau blieb unverletzt.",https://polizei.brandenburg.de/pressemeldung/raeuber-erbeutet-bargeld/5436414,False,,[],[],[]
Kia entwendet,14.02.2025,"Teltow, Warthestraße, Potsdam","Am Donnerstagabend meldete sich der Besitzer eines Kia bei der Polizei und teilte mit, dass sein Auto entwendet wurde. Er hatte es zuvor im öffentlichen Verkehrsraum geparkt. Das Fahrzeug verfügt über ein Keyless Go System, welches möglicherweise durch den oder die Täter ausgenutzt wurde. Der Kia wurde zur Fahndung ausgeschrieben. Auf etwa 28.000 Euro wird der entstandene Sachschaden beziffert.",https://polizei.brandenburg.de/pressemeldung/kia-entwendet/5436298,False,,[],[],[]
VW Bus gestohlen,14.02.2025,"Nauener Vorstadt, Bertha-von-Suttner-Straße, Potsdam","Am Donnerstagvormittag meldete sich der Besitzer eines VW Busses bei der Polizei und teilte mit, dass sein Fahrzeug durch unbekannte Täter entwendet wurde. Der Kleinbus stand zuvor in der Nauener Vorstadt im öffentlichen Verkehrsraum am Fahrbahnrand. Es wurde zur Fahndung ausgeschrieben. Der Schaden liegt bei etwa 35.000 Euro.",https://polizei.brandenburg.de/pressemeldung/vw-bus-gestohlen/5436297,False,,[],[],[]
Versuchter Einbruch in Einfamilienhaus,14.02.2025,"Groß Glienicke, Potsdam","Am Donnerstagabend haben mehrere unbekannte Täter versucht, in ein Einfamilienhaus im Potsdamer Ortsteil Groß Glienicke einzubrechen. Nachdem die Täter bereits die Terrassentür eingeschlagen hatten, wurden sie jedoch durch die ausgelöste Alarmanlage in die Flucht getrieben. Entwendet wurde nach derzeitigem Kenntnisstand nichts. Die Täter konnten trotz eingeleiteter Fahndungsmaßnahmen der Polizei, bei denen auch ein Fährtenhund zum Einsatz kam, nicht mehr festgestellt werden. Es wurde eine Anzeige aufgenommen und weitere Ermittlungen eingeleitet.",https://polizei.brandenburg.de/pressemeldung/versuchter-einbruch-in-einfamilienhaus/5436296,False,,[],[],[]
In Gewahrsam genommen,14.02.2025,"Frankfurt (Oder), Frankfurt (Oder)","Am frühen Morgen des 14.02.2025 wurden Polizisten in die Straße Am Klingetal gerufen, nachdem ruhestörender Lärm die Anwohner um ihren Schlaf gebracht hatte. Der Verursacher des Ganzen beendete zwar seine musikalische  Beschallung bei Eintreffen der Beamten, jedoch nur, um kurz nach deren Abrücken erneut von sich reden zu machen. Diesmal konnte er es nicht unterlassen, in der Nachbarschaft an Türen zu klopfen und herumzubrüllen. Daraufhin nahmen sich Polizisten erneut seiner an, sahen sich aber erheblichen Widerstandes ausgesetzt. Letztlich fand sich der 43-jährige Deutsche in Handfesseln und anschließend im Gewahrsam der Polizei wieder. Damit war die Ruhe wieder hergestellt. Auf den renitenten Herrn kommt nun ein Ermittlungsverfahren wegen Widerstandes gegen Vollstreckungsbeamte zu.",https://polizei.brandenburg.de/pressemeldung/in-gewahrsam-genommen/5436258,False,,[],[],[]
Mutmaßlichen Autodieb aus dem Verkehr gezogen,14.02.2025,"Manschnow, Märkisch-Oderland","Am Nachmittag des 13.02.2025 besahen sich Fahnder von Bundes- und Landespolizei, die zu dieser Zeit gemeinsam auf Streife waren, einen Kia Sportage und dessen Fahrer einmal etwas näher. Sie hatten den Wagen in der Stromstraße ausgemacht und sich zu einer Kontrolle entschlossen. Dieser Entschluss erwies sich als Eingebung, wurde das Auto doch mit einem falschen Schlüssel betrieben und stellten sich die angebrachten Kennzeichen als Fälschungen heraus. Eigentlich gehörte der Wagen ins belgische Walcourt und ist dort auch als gestohlen gemeldet worden. Nun klickten Handfesseln und der 26-jährige Albanier, der damit unterwegs gewesen war, wird Einiges zu erklären haben.",https://polizei.brandenburg.de/pressemeldung/mutmasslichen-autodieb-aus-dem-verkehr-g/5436248,False,,[],[],[]
Undankbar gezeigt,14.02.2025,"Schorfheide, Barnim","Am Nachmittag des 13.02.2025 wollten sich Rettungskräfte eines offenbar erheblich alkoholisierten Mannes annehmen, welcher in der Biesenthaler Straße mit einer Kopfverletzung aufgefunden worden war. Wie er sich diese zugezogen hatte, ist derzeit nicht bekannt. Jedoch verweigerte der 59-jährige Deutsche die Annahme der Hilfe und ging die Rettungskräfte dabei rüde an. Diese riefen Polizeibeamte hinzu, die sich dann aber ebenfalls Einiges an Beleidigungen und Drohungen anhören mussten. Letztlich fand sich der Wütende in Handfesseln wieder und nun endlich konnte die Wunde versorgt werden. Anschließend ging es mit einem Rettungswagen in ein Krankenhaus. Trotz des glimpflichen Ausgangs wird nun gegen den renitenten Herrn wegen Widerstandes gegen Vollstreckungsbeamte ermittelt.",https://polizei.brandenburg.de/pressemeldung/undankbar-gezeigt/5436245,False,,[],[],[]
Autos aufgebrochen,14.02.2025,"Bernau b. Berlin, Barnim","Am Nachmittag des 13.02.2025 trieb eine noch unbekannte Person in der Straße An der Tränke ihr Unwesen. Sowohl ein Skoda als auch ein VW fanden sich dort aufgebrochen vor und es fehlten jeweils Rucksäcke, die zuvor im Innenraum gelegen hatten. Wer derjenige war und wohin das Diebesgut verschwand, ermittelt nun die Kriminalpolizei.",https://polizei.brandenburg.de/pressemeldung/autos-aufgebrochen/5436244,False,,[],[],[]
Einbrecher hinterlassen Spuren,14.02.2025,"Eberswalde, Barnim","In der Nacht zum 13.02.2025 sind Einbrecher in ein Gewerbeobjekt in der Angermünder Straße gelangt. Alle Räume wurden anschließend durchsucht und die Eindringlinge machten auch vor Schränken nicht Halt. Dabei hinterließen sie zahlreiche Spuren, die nach Sicherung nun ausgewertet werden. Nach erstem Überblick haben die Täter nichts mit sich genommen.",https://polizei.brandenburg.de/pressemeldung/einbrecher-hinterlassen-spuren/5436242,False,,[],[],[]
Ladendieb gestellt,14.02.2025,"Schwedt/Oder, Uckermark","Am Abend des 13.02.2025 betrat ein Mann einen Discounter in der Rosa-Luxemburg-Straße, wo er sich Lebensmittel aus der Kühlung griff und umgehend verzehrte. Bezahlen konnte der 26-jährige Deutsche das Ganze nicht und erwies sich auch als nicht gerade unbekannte Größe. Da er sich sichtlich in einer psychischen Ausnahmesituation befand, erfolgte seine Einweisung in ein Krankenhaus. Dort kann ihm nun Hilfe zuteilwerden. Um eine Anzeige wegen Diebstahls kam er aber trotzdem nicht herum.",https://polizei.brandenburg.de/pressemeldung/ladendieb-gestellt/5436239,False,,[],[],[]
Frau von Hund gebissen,14.02.2025,"Gransee, Oberhavel","Als auf einem Sportplatz im Ortsteil Altlüdersdorf zwei Hunde aneinandergerieten, ist eine Frau am Donnerstagnachmittag verletzt worden. Zwei Frauen waren jeweils mit ihren Hunden unterwegs gewesen und trafen dort aufeinander. Dabei gingen die beiden Hunde aufeinander los, woraufhin eine der Hundehalterinnen dazwischen ging und von dem Hund der anderen Frau gebissen wurde. Sie musste in einem Krankenhaus behandelt werden. Es wurde eine Strafanzeige wegen fahrlässiger Körperverletzung aufgenommen und das Ordnungsamt über den Vorfall informiert. Ob die Hunde angeleint waren, ist noch unklar.",https://polizei.brandenburg.de/pressemeldung/frau-von-hund-gebissen/5436197,False,,[],[],[]
Zimmer durchsucht,14.02.2025,"Glienicke/Nordbahn, Oberhavel","In der Nacht zum 13.02.2025 drangen bisher Unbekannte gewaltsam in ein Einfamilienhaus in der Salvador-Allende-Straße ein und durchsuchten sämtliche Zimmer und Schränke. Ob etwas entwendet wurde, konnte zum Zeitpunkt der Anzeigenaufnahme noch nicht gesagt werden. Die Kriminalpolizei hat die Ermittlungen übernommen, Kriminaltechniker sicherten Spuren. Der entstandene Sachschaden wird mit etwa 1.000 Euro beziffert.",https://polizei.brandenburg.de/pressemeldung/zimmer-durchsucht/5436193,False,,[],[],[]
92-Jähriger hat richtig reagiert,14.02.2025,"Perleberg, Prignitz","Ein 92-jähriger Perleberger erstattete am 13.02.25 eine Strafanzeige wegen des Verdachts des Betruges. Der Mann war von einem bisher Unbekannten angerufen worden, der sich als Polizeibeamter ausgab. Der angebliche Polizist versuchte, ihn in ein Gespräch zu verwickeln und nach Einbrüchen in der Vergangenheit zu befragen. Da dem Senior dies komisch vorkam, beendete er das Telefonat und verständigte die richtige Polizei.",https://polizei.brandenburg.de/pressemeldung/92-jaehriger-hat-richtig-reagiert/5436188,False,,[],[],[]
Kennzeichendiebstahl,14.02.2025,"Landkreis Potsdam-Mittelmark, Treuenbrietzen, Großstraße, Potsdam-Mittelmark","Der Geschädigte teilte der Polizei mit, dass beide Kennzeichentafeln von seinem PKW Peugeot entwendet wurden. Die Täter entwendeten die Kennzeichen über den Tag vom PKW, welcher auf einem offenen Kundenparkplatz abgestellt stand. Die Kennzeichen wurden umgehend in Fahndung gesetzt und ein Strafverfahren eingeleitet.
Donnerstag, 13.02.2025, 07:00 Uhr bis Donnerstag, 13.02.2025, 14:00 Uhr",https://polizei.brandenburg.de/pressemeldung/kennzeichendiebstahl/5436149,False,,[],[],[]
Einbruch in Bahnhofsgebäude,14.02.2025,"Landkreis Potsdam-Mittelmark, Bad Belzig, Am Bahnhof, Potsdam-Mittelmark","Durch den Zeugen wurde der örtlichen Polizei ein Einbruchsdiebstahl im Fläming Bahnhof mitgeteilt. Vor Ort wurde bekannt, dass die Täter die hintere Eingangstür zum Bahnhofsgebäude gewaltsam öffneten. Aus bislang unbekannten Gründen ließen die Täter von ihrem weiteren Vorhaben ab und betraten die Räumlichkeiten nicht. Ein Sachschaden von mehreren Hundert Euro entstand durch die brachiale Türöffnung. Die Beamten nahmen eine Strafanzeige auf, welche durch die Kriminalpolizei weiterbearbeitet wird.
Mittwoch, 12.02.2025, 11:50 Uhr bis Donnerstag, 13.02.2025, 04:00 Uhr",https://polizei.brandenburg.de/pressemeldung/einbruch-in-bahnhofsgebaeude/5436148,False,,[],[],[]
Einbruch in Garage,14.02.2025,"Blankenfelde-Mahlow, Ortslage, Teltow-Fläming","Am Donnerstagabend ist die Polizei über einen Einbruch in eine Garage informiert worden.
Bislang unbekannte Täter verschafften sich gewaltsam Zutritt zu der Garage, entwendeten jedoch nach ersten Erkenntnissen nichts.
Es entstand ein Sachschaden von rund 200 Euro. Polizeibeamte begaben sich vor Ort, sicherten Spuren und dokumentierten den Tatort. Zudem wurde eine Strafanzeige aufgenommen.
Donnerstag, 13.02.2025, 21:45 Uhr",https://polizei.brandenburg.de/pressemeldung/einbruch-in-garage/5436057,False,,[],[],[]
Einbruch in Keller,14.02.2025,"Ludwigsfelde, Ortslage, Teltow-Fläming","Am Donnerstagmorgen wurde der Polizei ein Einbruch in den Keller eines Mehrfamilienhauses gemeldet. Unbekannte Täter verschafften sich offenbar gewaltsam Zugang zu einem dortigen Kellerabteil.
Nach ersten Erkenntnis wurde nichts entwendet. Durch die eingesetzten Beamten wurde der Tatort dokumentiert und eine entsprechende Strafanzeige gefertigt.
Donnerstag, 13.02.2025, 05:08 Uhr",https://polizei.brandenburg.de/pressemeldung/einbruch-in-keller/5436055,False,,[],[],[]
Diebstahl von Motorrad,13.02.2025,"Hauptbahnhof und Brauhausberg Nord, Potsdam",Am Mittwochabend hat der Besitzer eines Motorrades dessen Diebstahl aus einer Tiefgarage am Hauptbahnhof gemeldet. Die unbekannten Täter entwendeten das Fahrzeug auf noch unbekannte Weise. Das Motorrad konnte kurze Zeit später jedoch im Stadtteil Babelsberg Nord aufgefunden werden. Nach erfolgter Spurensicherung konnte der Besitzer sein Fahrzeug wieder in Besitz nehmen. Die Kriminalpolizei führt die Ermittlungen zum Diebstahl fort.,https://polizei.brandenburg.de/pressemeldung/diebstahl-von-motorrad/5435089,False,,[],[],[]
Ins Lenkrad gegriffen,13.02.2025,"Wustermark, Leipziger Straße, Havelland","Mittwochnachmittag stieg der 37-jährige Tatverdächtige in einen Bus in Wustermark ein und zeigte seine Fahrkarte bei dem dortigen Busfahrer vor. Dieser bemerkte dann, dass das Ticket ungültig war, woraufhin er die Fahrkarte einzog. Weil dem Tatverdächtigen der Einzug der Fahrkarte wütend machte, versuchte er während der Fahrt wiederholt den Busfahrer an die Schulter oder wohlmöglich sogar ins Lenkrad zu greifen. Dies konnte aber durch den Busfahrer verhindert werden. Es wurde niemand verletzt. Der Tatverdächtige verließ nach erfolgter Anzeigenaufnahme durch die Polizei den Bus. Es wurden nun Ermittlungen wegen eines gefährlichen Eingriffs in den Straßenverkehr eingeleitet.",https://polizei.brandenburg.de/pressemeldung/ins-lenkrad-gegriffen/5435024,False,,[],[],[]
Wachhund vertreibt Einbrecher,13.02.2025,"Glienicke/Nordbahn, Oberhavel","In der Zeit zwischen 16:30 und 23:15 Uhr haben sich bislang unbekannte Täter am Mittwoch Zutritt zu einem Einfamilienhaus in der Salvador-Allende-Straße verschafft. Dazu hebelten sie ein rückwärtig gelegenes Schlafzimmerfenster auf, um in das Hausinnere zu gelangen. Bis die Täter offenbar von dem Familienhund gestört wurden, gelang es ihnen, zwei Räume nach Wertgegenständen zu durchsuchen und diese zu entwenden. Den Betroffenen entstand ein Schaden im dreistelligen Bereich. Kriminaltechniker untersuchten den Tatort.",https://polizei.brandenburg.de/pressemeldung/wachhund-vertreibt-einbrecher/5435034,False,,[],[],[]
Trügerischer Flyer per Email,13.02.2025,"Mühlenbecker Land, Oberhavel","Aufgrund eines betrügerischen Flyers in seinem geschäftlichen Email Account, hat ein 50-Jähriger Deutscher eine Summe im fünfstelligen Bereich verloren. Der Flyer warb für Landwirtschaftliche Maschinen. Der 50-Jährige bestellte bei der vermeintlichen Firma, welche auf dem Flyer angegeben war einen Traktor im Wert von ca. 80.000 Euro und bezahlte die Hälfte davon, bevor er den Betrug aufdeckte. Er hatte kurz nach der Überweisung Kontakt zu einem Sachbearbeiter der Firma aufgenommen, welcher ihm mitteilte, dass er von dem Kauf keine Kenntnis habe.",https://polizei.brandenburg.de/pressemeldung/truegerischer-flyer-per-email/5435028,False,,[],[],[]
Falscher Polizist,13.02.2025,"Bad Wilsnack, Prignitz","Unter der Deckmantel ein Polizist zu sein, kontaktierte ein bislang Unbekannter am Mittwochmittag eine 81-jährige Deutsche und versuchte diese zur Herausgabe ihrer Kontodaten zu bewegen.
Der männliche Anrufer „informierte“ die Betroffene zunächst über Einbrüche, welche es in der vergangenen Nacht gegeben habe. Bei diesbezüglichen Einsätzen hätte die Polizei eine Liste gefunden, auf der die Kontaktdaten der Betroffenen notiert gewesen seien. Der angebliche Polizist gehe nun davon aus, dass in naher Zukunft bei der 81-Jährigen eingebrochen werde. Im Verlauf des Gespräches wollte er „zur Sicherheit“ die Kontodaten und Hausbank der Frau erfragen. Die 81-Jährige wurde an dieser Stelle stutzig und sie beendete das Gespräch ohne ihre Daten herauszugeben.
Diese Betrugsmasche ist seit mehreren Jahren ein bundesweites Phänomen. Zielgruppe sind dabei meist ältere Menschen, deren Rufnummern die Betrüger häufig den Telefonbüchern entnehmen. Die Täter geben sich als Polizisten aus, um das Vertrauen potentieller Opfer zu gewinnen und erfinden eine Geschichte, nach der es plausibel erscheint, ihnen auch größere Geldsummen und Wertsachen zu überlassen. So werden etwa angebliche Diebesbanden in der Region gemeldet, die es auf das Vermögen der Opfer abgesehen hätten. Was kann man dagegen tun? SEIEN SIE MISSTRAUISCH!
Die Polizei wird in einem solchen Fall nicht telefonisch und niemals über die Rufnummer 110 mit Ihnen Kontakt aufnehmen. Die Polizei wird Sie auch niemals am Telefon nach Ihren persönlichen Vermögenswerten befragen. Sie wird im Bedarfsfall meist persönlich mit Ihnen Kontakt aufnehmen und sich zweifelsfrei legitimieren.
Vermeiden Sie den Eintrag Ihres Namens und Ihrer Telefonnummer im öffentlichen Telefonbuch. So können Betrüger Sie nicht gezielt auswählen.
Geben Sie am Telefon NIEMANDEM Auskunft über Ihre persönlichen Vermögensverhältnisse!
Beenden Sie im Fall einer solchen Nachfrage unverzüglich das Telefonat!
Wählen Sie selbstständig die Nummer der Polizei (110) oder wenden Sie sich an Ihre Nachbarn. Schildern Sie so gut wie möglich die Situation, auch wenn Sie von den Tätern zu absoluter Verschwiegenheit aufgefordert worden sind.
Erstatten Sie Anzeige bei der Polizei.
Wenn Sie von den Tätern zur Abholung Ihres Geldes bei der Bank aufgefordert worden sind: Erzählen Sie den Bankangestellten unbedingt von dem Telefonat und den damit verbundenen Forderungen.
Bewahren Sie keine größeren Bargeldmengen zu Hause auf!
Übergeben Sie NIEMALS Geld oder Wertgegenstände an fremde Personen!",https://polizei.brandenburg.de/pressemeldung/falscher-polizist/5435022,False,,[],[],[]
Balkontür zerstört,13.02.2025,"Perleberg, Prignitz","Am Mittwochmorgen hat ein 24-jähriger Kameruner feststellen müssen, dass bislang unbekannte Täter in seine Wohnung in der Thomas-Müntzer-Straße eingebrochen waren. Die Täter hatten sich dazu offenbar gewaltsam Zutritt über die Balkontür verschafft, sodass diese anschließend nicht mehr verschließbar war. Aus der Wohnung wurden Kleidung und Elektronik entwendet. Die Kriminalpolizei nahm die Ermittlungen auf und brachte Kriminaltechniker zum Einsatz.",https://polizei.brandenburg.de/pressemeldung/balkontuer-zerstoert/5435018,False,,[],[],[]
Einbruch in Einfamilienhaus,13.02.2025,"Dallgow-Döberitz, Neu Döberitz, Havelland","Am frühen Mittwochabend wurde bei der Polizei bekannt, dass es in Dallgow-Döberitz zu einem Einbruch in ein Einfamilienhaus gekommen ist. Unbekannte Täter nutzten hierbei die Abwesenheit der Bewohner aus und verschafften sich über die rückwärtig liegende Terrassentür gewaltsam Zutritt zum Gebäude. Auf der Suche nach wertintensiven Gegenständen durchsuchten diese die Räumlichkeiten und entwendeten unter anderem Schmuck. Es entstand ein Schaden in Höhe von ca. 3.000 Euro. Die Kriminaltechnik sicherte die Spuren am Tatort. Eine Anzeige wurde aufgenommen. Die weiteren Ermittlungen erfolgen im Rahmen der Sachbearbeitung bei der Kriminalpolizei.",https://polizei.brandenburg.de/pressemeldung/einbruch-in-einfamilienhaus/5435017,False,,[],[],[]
Polizisten bei Verkehrskontrolle angegriffen,13.02.2025,"Falkensee, Finkenkruger Straße, Havelland","Zeugen meldeten am Mittwochnachmittag ein Fahrzeug, welches inmitten der Fahrbahn auf der Finkenkruger Straße stand. Auf dem Fahrersitz saß der 41-jährige Fahrzeugführer. Als Polizisten den Mann dann kontrollierten, stellten sie fest, dass dieser wohlmöglich alkoholisiert war und wollten einen Atemalkohol- und Drogenvortest durchführen. Beide lehnte er jedoch ab. Der Fahrer stieg aus dem Fahrzeug und fing an in Richtung der Beamten zu schlagen und zu trete. Weiterhin versuchte er die Beamten wegzuschubsen, was dazu führte, dass die Beamten den Mann mit einfacher körperlicher Gewalt zu Boden brachten. Auch dabei leistete er weiterhin aktiven Widerstand und versuchte durch erneute Schläge und Tritte in Richtung der Beamten einer Fixierung zu entgehen. Dadurch blieb den Beamten blieb keine Wahl, als den Taser einzusetzen, um den Mann anschließend fixieren zu können.
Anschließend brachten ihn die Beamten zur Durchführung einer Blutprobe in die Havellandklinik nach Nauen. Durch die Widerstandhandlungen wurden beide Polizeibeamte leicht verletzt. Sie mussten später in einem Krankenhaus ambulant behandelt werden, blieben danach aber weiter dienstfähig. Die Polizei hat nun Ermittlungen wegen Trunkenheit im Straßenverkehr sowie Widerstand gegen Vollstreckungsbeamte eingeleitet.",https://polizei.brandenburg.de/pressemeldung/polizisten-bei-verkehrskontrolle-angegri/5435016,False,,[],[],[]
