Title,Date,Location,Text,URL,SourceFile,RightWingRelated,KeywordMatch,ExtractedDate,ExtractedTime,ExtractedAge,ExtractedGender,ExtractedAction,KeywordExtracted
"Sachbearbeiter (m/w/d) für digitale forensische Datensicherung, -aufbereitung und -verwaltung (Cottbus)",21.08.2026,"Cottbus, Cottbus","Im Polizeipräsidium des Landes Brandenburg befindet sich die Polizeidirektion Süd. Sie umfasst territorial die Landkreise Spree-Neiße, Oberspreewald-Lausitz, Dahme-Spreewald und Elbe-Elster sowie die kreisfreie Stadt Cottbus.
Eine wesentliche Voraussetzung dafür, dass unsere Polizeikräfte ihre Kernaufgaben erfolgreich erledigen können, ist eine professionelle und leistungsstarke Polizeiverwaltung, die für einen reibungslosen Ablauf aller administrativen Prozesse sorgt.
So ist bei der Polizeidirektion Süd zum nächstmöglichen Zeitpunkt in der Kriminalpolizei in der Direktion ein Dienstposten unbefristet zu besetzen:
Sachbearbeiterin/ Sachbearbeiter für digitale forensische Datensicherung, -aufbereitung und -verwaltung (IUA BB/ IuK-Forensik)
Dienstort: Cottbus
(bewertet nach Entgeltgruppe 11Teil II TV-L)
Aufgabengebiet:
Fachverantwortung für die IUA-BB auf lokaler Ebene in der Polizeidirektion
Einrichtung und Administration der PC- und Server-Technik sowie der Netzwerkkomponenten im eigenen Netzwerk IT-Forensik/DV-Beweissicherung
Aufbereitung digitaler Beweismittel sowie deren Bereitstellung im Netzwerk für die Auswertung durch kriminalpolizeiliche Sachbearbeiter
im Einzelfall auftragsbezogene kriminaltechnische Untersuchungen bzw. Unterstützung der Untersuchung digitaler Beweismittel
Durchführung von fachlichen Weiterbildungsmaßnahmen
Mitwirken bei dienststellen-/behördeninternen und behördenübergreifenden Projekten und Arbeitsgruppen
Mitarbeit in BAO-Lagen/ Ermittlungsgruppen
Anforderungen:
formale Voraussetzungen:
Technische Beschäftigte mit technischer Ausbildung (vorzugsweise mit einem Studienabschluss in Digitaler Forensik oder Informatik bzw. einer abgeschlossenen Ausbildung als Fachinformatiker(in)) sowie
sonstige Beschäftigte mit gleichwertigen Fähigkeiten und Erfahrungen in der Fachrichtung technische Informatik, Nachrichtentechnik oder Elektrotechnik (mit nachweislichen Qualifikationen) und mindestens dreijähriger einschlägiger Berufserfahrung in Fachgebieten der ausgeschriebenen Stelle
Fachliche Anforderungen:
Qualifikation für die Arbeit mit der genutzten Spezialsoftware
ausgeprägtes technisches Verständnis im Bereich IT
Höchstmaß an Sorgfalt und Genauigkeit beim Umgang mit der bereitgestellter Hard-/Software
fundierte Kenntnisse zu PC-Technik und IT-Infrastrukturen
Außerfachliche Anforderungen:
sehr gutes schriftliches Ausdrucksvermögen und Rechtschreibsicherheit
Textverständnis
sehr gute Kommunikationsfähigkeit
Teamfähigkeit
sehr gute Kenntnisse der gängigen MS-Office-Anwendungen (Word, Excel, Outlook)
Bildschirmtauglichkeit
Außendienst- und Nachtarbeitstauglichkeit
Führerschein Klasse B (unabdingbar)
Bereitschaft zu erforderlichen Qualifizierungsmaßnahmen (z.B. Qualifizierung zum Sachbearbeiter digitale Forensik im Rahmen der Sachbearbeiterausbildung Digitale Forensik beim BKA, Zertifizierungslehrgänge bei Herstellerfirmen der Spezialsoftware)
Nachweise über Berufsabschlüsse sind der Bewerbung zwingend beizufügen, um im Bewerbungsverfahren berücksichtigt zu werden!
Es wird darauf hingewiesen, dass bei Einstellungsabsicht außerdem ein Auszug aus dem Bundeszentralregister (Führungszeugnis) zur Vorlage bei der Behörde gemäß § 30 Absatz 5 Bundeszentralregistergesetz abgefordert wird.
Ferner wird darauf hingewiesen, dass für die Ausübung der ausgeschriebenen Tätigkeit eine einfache Sicherheitsüberprüfung (Ü1) Ihrer Person erforderlich wird und Sie sich damit einverstanden erklären. Nur bei einer erfolgreichen Durchführung dieser Sicherheitsüberprüfung kann ein Beschäftigungsverhältnis begründet werden.
Zudem wird darauf hingewiesen, dass sämtliche Kosten, die im Zusammenhang mit einem möglichen Vorstellungsgespräch entstehen können, nicht erstattet werden.
Wir bieten Ihnen:
eine anspruchsvolle und zugleich herausfordernde Tätigkeit im polizeilichen Umfeld
einen unbefristeten Arbeitsplatz - Entgeltgruppe 11 TV-L – Link zum Tarifrechner:
https://oeffentlicher-dienst.info/tv-l/allg/
ein motiviertes Team mit fachlicher und sozialer Kompetenz
bedarfsorientierte Fortbildungsmöglichkeiten
flexible Arbeitszeitgestaltung (kernzeitlose Gleitzeit zwischen 06:00 und 21:00 Uhr)
die Möglichkeit zum Bezug eines vom Arbeitgeber bezuschussten VBB-Firmentickets (Jobticket) bzw. Deutschlandtickets-Job
Jahressonderzahlung gemäß § 20 TV-L
regelmäßige, tarifliche Entgelterhöhungen, vermögenswirksame Leistungen, betriebliche Altersvorsorge
30 Tage Erholungsurlaub sowie die Gewährung bezahlter Freistellung am 24.12. und 31.12.
kostenlose Nutzung von Maßnahmen des betrieblichen Gesundheitsmanagements (z.B. Sportkurse; Fitnessräume; etc.)
Ihre besondere Verpflichtung sieht die Landespolizei in der Einstellung behinderter Menschen. Daher werden Bewerbende, die zum Personenkreis schwerbehinderter oder diesen gleichgestellten Menschen mit Behinderung gehören, bei gleicher Eignung bevorzugt berücksichtigt.Auf eine ggf. vorliegende Behinderung ist im Bewerbungsschreiben hinzuweisen.
Zudem fördert die Landespolizei aktiv die Gleichstellung aller Beschäftigten. Wir begrüßen deshalb Bewerbungen von allen, unabhängig von deren Nationalität (Kommunikationssprache ist Deutsch), sozialer Herkunft, Alter, Religion, Behinderung oder sexueller Identität.Gleichwohl ist die Landespolizei bestrebt, den Frauenanteil zu erhöhen, so dass Bewerbungen von Frauen ausdrücklich erwünscht sind.
Bei der Gestaltung der Arbeitsplätze und -bedingungen legt die Polizei des Landes Brandenburg großen Wert darauf, dass sich die Belange von Beruf und Familie bestmöglich vereinbaren lassen. Dieser Arbeitsplatz ist daher - im Rahmen der dienstlichen Möglichkeiten und Erfordernisse - grundsätzlich auch für eine Teilzeitbeschäftigung geeignet.
Kontakt und Informationen
Für inhaltlich-fachliche Rückfragen zum Arbeitsbereich steht Ihnen der Leiter des Dezernates Ermittlungsunterstützung in der Kriminalpolizei in der Polizeidirektion Süd, Herr Olaf Mangold, unter der Telefonnummer (0355) 789 - 2910 gern zur Verfügung.
Für Fragen im Zusammenhang mit dem Stellenbesetzungsverfahren können Sie sich an Frau Kerstin Kassner unter der Telefonnummer (0355) 4937-2310 wenden.
Wenn wir Ihr Interesse geweckt haben, senden Sie Ihre
vollständige und aussagekräftige Bewerbung mit allen erforderlichen Nachweisen
(Anschreiben, Lebenslauf, Abschluss- / Zeugniskopien, Bachelor- oder Diplomurkunden, IHK-Prüfungszeugnis, Nachweis Führerschein, aktuelle Arbeitszeugnisse etc.) bitte
bis zum 13. September 2026
vorzugsweise per E-Mail an das Postfach:
bewerbungen.pdsued@polizei.brandenburg.de oder schriftlich an das:
Polizeipräsidium Land Brandenburg
Polizeidirektion Süd
Stabsbereich Personal
Juri-Gagarin-Str. 15/16
03046 Cottbus
Wichtig: Unvollständige Bewerbungen werden nicht berücksichtigt!
Bewerbende, die bereits im öffentlichen Dienst tätig sind, werden gebeten, ihr Einverständnis zur Einsichtnahme in die Personalakte zu erklären und nach Möglichkeit Angaben zu ihrer personalführenden Stelle zu tätigen.Bitte senden Sie uns nur Kopien Ihrer Unterlagen und verzichten Sie auf Bewerbungsmappen und Schutzfolien, da sämtliche Bewerbungsunterlagen nach Abschluss des Stellenbesetzungsverfahrens (3 Monate) datenschutzkonform vernichtet werden.
Sofern die Rücksendung von Bewerbungsunterlagen gewünscht ist, ist der Bewerbung ein ausreichend frankierter und adressierter Rückumschlag beizulegen.
Sollten Sie uns Ihre Unterlagen verschlüsselt zusenden wollen, kontaktieren Sie uns zur Übermittlung unseres öffentlichen Schlüssels.
Hinweise zum Datenschutz:
Es wird um Kenntnisnahme und Beachtung der auf der Website
www.polizei.brandenburg.de
eingestellten Hinweise zum Datenschutz gebeten, mit denen Sie gemäß Art. 13 der Datenschutz-Grundverordnung (DSGVO) über die Verarbeitung Ihrer personenbezogenen Daten im Zusammenhang mit Ihrer Bewerbung im Polizeipräsidium des Landes Brandenburg informiert werden.",https://polizei.brandenburg.de/pressemeldung/sachbearbeiter-m-w-d-fuer-digitale-foren/5710947,police_rss.csv,True,['sexuell'],21.08.2026,['21:00'],[],['frau'],[],['sexueller']
Sachbearbeiterin/Sachbearbeiter (m/w/d) Kriminaltechnische Fotografie,23.07.2025,Überregional,"Das Polizeipräsidium mit seinen mehr als 7.000 Bediensteten trägt zur Sicherheit der rund 2,5 Millionen – in 14 Landkreisen und vier kreisfreien Städten wohnhaften – Brandenburgerinnen und Brandenburger bei.
Das Kriminaltechnische Institut (KTI) beim Landeskriminalamt stellt das zentrale Expertisenlabor für die Polizei des Landes Brandenburg dar und ist eine Abteilung des Landeskriminalamtes. Im KTI werden im Auftrag von Gerichten, Staatsanwaltschaften und der Polizei Beweismittel in Strafverfahren analysiert und begutachtet.
Zum nächstmöglichen Zeitpunkt ist im Landeskriminalamt, Abteilung Kriminaltechnisches Institut die Stelle
einer Sachbearbeiterin/eines Sachbearbeiters (m/w/d) Kriminaltechnische Fotografie
in Vollzeit zu besetzen.
Der Dienstort ist in Eberswalde.
Das erwartet Sie:
Die Tätigkeit umfasst schwerpunktmäßig die Spuren- und Asservatendokumentation und deren fototechnische Bearbeitung mit nachfolgenden Tätigkeitsinhalten:
Spurenfotografie
experimentelle Erprobung neuer Methoden zur kriminaltechnischen Anwendung in der Spurenfotografie
Asservatenfotografie
digitale Bildbearbeitung mit dem Erfordernis des Erhaltens von Authentizität und Integrität des Bildmaterials, insb. durch
forensische Aufbereitung und Verbesserung von Spurenaufnahmen mittels entsprechender Bearbeitungs- und Spezialsoftware unter Nutzung der technischen Möglichkeiten der Bildbearbeitung zur Verbesserung der Erkennbarkeit von Spurenbildern
Extraktion von Einzelbildern aus Videosequenzen
Formatkonvertierungen digitaler Spuren
Bewerten der Spuren, incl. Qualitätskontrolle
Erstellung von Bildanlagen und entsprechender Berichtslagen für die Sachverständigen des KTI sowie Ermittlungsdienststellen
Gesichtserkennungssystem (GES)/Lichtbildrecherche, insb. durch
Untersuchung von fotografischen Abbildungen mit dem Ziel der Identifizierung von Personen durch Lichtbildvergleiche
Erstellen von Untersuchungsberichten zur Vorbereitung von Gutachten zu GES- Recherchen und Lichtbildvergleichen durch die Sachverständigen
Spurendokumentation am Tat-/Ereignisort, wie z.B.:
Messassistenz bei Vergleichsmessungen an Ereignisorten incl. Aufbereitung der Vergleichsmessaufnahmen mittels PC und Spezialsoftware
Dokumentation (Fotografie; Videografie, IR-Fotografie, UV-Fotografie) bei der Blutspurenmusteranalyse an Ereignisorten und im Labor nach Vorgaben eines SV
fotografische/videografische Rekonstruktionen an Tat- und Ereignisorten unter Anleitung von Sachbearbeitern (z. B. Tatort/USBV-Rekonstruktion, Mantrailing)
Verarbeitung/Anfertigung analoger oder digitaler Medien für die Polizeibehörden und –Einrichtungen des Landes Brandenburg, wie z.B.
Negativentwicklung Farbe und Schwarzweiß
Digitalisierung von analogen Vorlagen;
Aufbereitung digitaler Bilder mittels PC und Bearbeitungssoftware für die Speicherung/den Druck
Anforderungen:
formale Anforderung
Erfolgreich abgeschlossene Ausbildung zur Fotografin/zum Fotografen oder Mediengestalterin/Mediengestalter Digital- und Print in der Fachrichtung Bild und Ton oder Gestaltung und Technik.
Die Ausschreibung richtet sich auch an Bewerberinnen und Bewerber mit gleichwertigen Fähigkeiten und Erfahrungen in entsprechenden Tätigkeiten.
fachliche Voraussetzungen:
Eine weitere Voraussetzung für die Ausübung der Tätigkeit ist die Teilnahme am Einführungslehrgang in der Fachrichtung Lichtbildvergleiche (Modul 1.2). Dieses Modul ist Bestandteil der Sachverständigenausbildung in der Fachrichtung und wird von der Arbeitsplatzinhaberin/vom Arbeitsplatzinhaber als Gasthörerin/Gasthörer absolviert. Das Modul umfasst 11 Wochen und findet am Bundeskriminalamt statt.
außerfachliche Voraussetzungen:
stark ausgeprägte Kommunikations- und Motivationsfähigkeit sowie Entscheidungskompetenz
stark ausgeprägtes Verantwortungsbewusstsein
gut ausgeprägte Organisations- und Durchsetzungsfähigkeit
ausgeprägte DV- technische Kenntnisse
Engagement, Flexibilität, Einsatzbereitschaft
Teamfähigkeit
Bereitschaft zur Sachverständigenausbildung
Bereitschaft zur Ableistung von operativen Einsätzen am Ereignisort
Fahrerlaubnis Klasse B
Es wird darauf hingewiesen, dass bei Einstellungsabsicht ein Auszug aus dem Bundeszentralregister (Führungszeugnis) gemäß § 30 Absatz 5 Bundeszentralregistergesetz zur Vorlage bei der Behörde abgefordert wird.
Wir bieten Ihnen:
Ein unbefristetes Beschäftigungsverhältnis mit einer Eingruppierung in Entgeltgruppe 8 der Entgeltordnung zum Tarifvertrag der Länder (TV-L).
Daneben bieten wir:
eine anspruchsvolle und herausfordernde Tätigkeit im polizeilichen Umfeld
ein motiviertes Team mit fachlicher und sozialer Kompetenz
vielfältige Weiterbildungsmöglichkeiten
flexible Arbeitszeitgestaltung (kernzeitlose Gleitzeit zwischen 06:00 und 21:00 Uhr) mit der Möglichkeit der flexiblen Arbeitsortgestaltung
kostenlose Nutzung von Maßnahmen des betrieblichen Gesundheitsmanagements (z.B. Sportkurse, Fitnessräume, etc.)
die Möglichkeit zum Bezug eines vom Arbeitgeber bezuschussten VBB-Firmentickets oder Deutschlandjobtickets-Job
einen kostenfreien Parkplatz auf der Liegenschaft
30 Tage Erholungsurlaub im Kalenderjahr
betriebliche Altersvorsorge (VBL) und Jahressonderzahlung
Bei der Gestaltung der Arbeitsplätze und -bedingungen legt die Polizei des Landes Brandenburg großen Wert darauf, dass sich die Belange von Beruf und Familie bestmöglich vereinbaren lassen. Dieser Arbeitsplatz ist daher - im Rahmen der dienstlichen Möglichkeiten und Erfordernisse - grundsätzlich auch für eine Teilzeitbeschäftigung geeignet.
Zudem fördert die Landespolizei aktiv die Gleichstellung aller Beschäftigten. Wir begrüßen deshalb Bewerbungen von Allen, unabhängig von deren Nationalität (Kommunikationssprache ist Deutsch), sozialer Herkunft, Alter, Religion, Behinderung, Geschlecht oder sexueller Identität.
Gleichwohl ist die Landespolizei bestrebt, den Frauenanteil zu erhöhen, so dass Bewerbungen von Frauen ausdrücklich erwünscht sind.
Ihre besondere Verpflichtung sieht die Landespolizei in der Einstellung behinderter Menschen. Daher werden Bewerbende, die zum Personenkreis schwerbehinderter oder diesen gleichgestellten Menschen mit Behinderung gehören, bei gleicher Eignung bevorzugt berücksichtigt. Auf eine ggf. vorliegende Behinderung ist im Bewerbungsschreiben hinzuweisen.
Kontakt und Informationen
Auskünfte zum fachlichen Aufgabenbereich erteilt Ihnen Herr Reich unter der Telefonnummer (03334) 388-4130. Für Fragen zum Bewerbungs-/Auswahlverfahren steht Ihnen Frau Kolitsch unter der Telefonnummer (0331) 283-3314 gern zur Verfügung.
Wenn wir Ihr Interesse geweckt haben, dann senden Sie Ihre aussagekräftige Bewerbung bitte mit den üblichen Unterlagen (Lebenslauf, Nachweis über den erforderlichen Abschluss sowie ggf. Arbeitszeugnissen)
bis zum 13.08.2025
an das
Polizeipräsidium des Landes Brandenburg
Behördenstab, Stabsbereich Personal
Kaiser-Friedrich-Straße 143
14469 Potsdam
oder
bewerbung.pp@polizei.brandenburg.de
Bewerbende, die bereits im öffentlichen Dienst tätig sind, werden gebeten, ihr Einverständnis zur Einsichtnahme in die Personalakte zu erklären und nach Möglichkeit Angaben zu ihrer personal-führenden Stelle zu tätigen.
Eine Rücksendung eingereichter Bewerbungsunterlagen erfolgt grundsätzlich nicht. Daher wird gebeten, dem Bewerbungsschreiben lediglich Kopien beizufügen und keine Bewerbungsmappe zu verwenden.
Sollten Sie uns Ihre Unterlagen verschlüsselt zusenden wollen, kontaktieren Sie uns zur Übermittlung unseres öffentlichen Schlüssels.
Bei Einsendung der Unterlagen per E-Mail sollte der beigefügte Anhang aus einer pdf-Datei bestehen, die nicht größer als 5 MB ist.
Bitte beachten Sie
, dass Bewerbungen nur dann in einem weiteren Verfahren berücksichtigt werden können, wenn dem Bewerbungsschreiben ein Lebenslauf sowie der Nachweis über die erforderliche Qualifikation beigefügt sind. Aktuelle Arbeitszeugnisse sollten ebenfalls beigefügt werden. Ihre Bewerbungsunterlagen müssen in deutscher Schrift vorliegen. Ausländische Abschlüsse erfordern das Vorlegen eines Anerkennungs- bzw. Gleichwertigkeitsbescheids. Zudem benötigen wir für Ihre ausländischen Unterlagen eine fachkundige Übersetzung durch staatlich anerkannte beeidigte Dolmetscherinnen/ Dolmetscher oder Übersetzerinnen/ Übersetzer.
Hinweise zum Datenschutz:
Es wird um Kenntnisnahme und Beachtung der auf der Website www.polizei.brandenburg.de eingestellten Hinweise zum Datenschutz gebeten, mit denen Sie gemäß Art. 13 der Datenschutz-Grundverordnung (DSGVO) über die Verarbeitung Ihrer personenbezogenen Daten im Zusammenhang mit Ihrer Bewerbung im Polizeipräsidium des Landes Brandenburg informiert werden.",https://polizei.brandenburg.de/pressemeldung/sachbearbeiterin-sachbearbeiter-m-w-d-kr/5637682,police_rss.csv,True,['sexuell'],23.07.2025,['21:00'],[],['frau'],[],['sexueller']
Sachbeschädigung an der Bushaltestelle,16.06.2021,"Boitzenburg, Uckermark","Unbekannte Täter beschmierten an der Bushaltestelle Puschkinstraße die Sitzbank mit vier kleinen Hakenkreuzen. Für die Tatzeit kommen der 14. Juni ab 18 Uhr bis 15. Juni, 14 Uhr in Frage. Nun ermittelt der polizeiliche Staatsschutz zum Verwenden von Kennzeichen verfassungswidriger Organisationen in Verbindung mit gemeinschädlicher Sachbeschädigung.",https://polizei.brandenburg.de/pressemeldung/sachbeschaedigung-an-der-bushaltestelle/2623465,brandenburg_police_results.csv,True,"['hakenkreuz', 'verfassungswidrig']",16.06.2021,"['18', '14']",[],[],[],"['verfassungswidriger', 'hakenkreuzen']"
Sachbeschädigung durch Graffiti,10.03.2024,"Bahnhof Wustermark, Havelland","Durch einen Bürgerhinweis erlangte die Polizei Kenntnis über Sachbeschädigungen durch Graffiti. Unbekannte Täter beschmierten mehrere Objekte auf dem Bahnsteig und den Personenaufzug des Bahnhofs Wustermark mit diversen Hakenkreuzen und
verfassungsfeindlichen Sprüchen. Die Polizei hat die Entfernung der Schmierereien veranlasst und ermittelt nun wegen Sachbeschädigung und wegen des Verwendens von Kennzeichen verfassungswidriger Organisationen.",https://polizei.brandenburg.de/pressemeldung/sachbeschaedigung-durch-graffiti/4656119,brandenburg_police_results.csv,True,"['hakenkreuz', 'verfassungswidrig']",10.03.2024,[],[],[],['graffiti'],"['verfassungswidriger', 'hakenkreuzen']"
Sachbeschädigung im Park,17.03.2022,"Altdöbern, Oberspreewald-Lausitz","Unbekannte Personen beschmierten in der Zeit von Dienstag zu Mittwoch Türen, Fenster und Fassaden des Schlosses Am Park. Weiterhin wurde eine Sandsteinsäule mit einem Hakenkreuz verunziert. Der verursachte Schaden kann noch nicht beziffert werden. Die Polizei hat Ermittlungen eingeleitet.",https://polizei.brandenburg.de/pressemeldung/sachbeschaedigung-im-park/3112002,brandenburg_police_results.csv,True,['hakenkreuz'],17.03.2022,[],[],[],[],['hakenkreuz']
Sachbeschädigung und Hakenkreuz,28.02.2019,"Cottbus, Cottbus","In der Nacht zum Donnerstag besprühten Unbekannte eine große Fensterscheibe eines Parteibüros in der Mühlenstraße. Neben dem Schriftzug „FUCK AFD“ brachten sie ein etwa 130 mal 130 Zentimeter großes Hakenkreuz auf der Scheibe und weitere undefinierbare Schmierereien an.
Die Kriminalpolizei ermittelt nun wegen des Verwendens von Kennzeichen verfassungswidriger Organisationen und der Sachbeschädigung durch Graffiti.",https://polizei.brandenburg.de/pressemeldung/sachbeschaedigung-und-hakenkreuz/1375009,brandenburg_police_results.csv,True,"['hakenkreuz', 'verfassungswidrig']",28.02.2019,[],[],[],['graffiti'],"['hakenkreuz', 'verfassungswidriger']"
Sachbeschädigung und Volksverhetzung,15.06.2025,"Dallgow-Döberitz, Wilmsstraße, Rathaus, Havelland","Am Sonntagmorgen stellte die Polizei im Rahmen ihrer Streifentätigkeit die Beschädigung einer Regenbogenflagge, vor dem örtlichen Rathaus der Gemeinde Dallgow-Döberitz, fest. Die Flagge wurde augenscheinlich in Brand gesetzt und durch das Feuer weitestgehend beschädigt. Die Stadt wurde umgehend zum Sachverhalt informiert. Zum hiesigen Verfahren wird eine Strafanzeige aufgenommen. Die weitere Bearbeitung obliegt der Kriminalpolizei.
Bei Hinweisen auf eine mögliche Täterschaft wenden Sie sich bitte an die Polizeiinspektion Havelland unter der 03322/275-0 oder jede andere Polizeidienststelle.",https://polizei.brandenburg.de/pressemeldung/sachbeschaedigung-und-volksverhetzung/5609347,brandenburg_police_results.csv,True,['volksverhetz'],15.06.2025,[],[],[],[],['volksverhetzung']
Sachbeschädigung,08.07.2019,"Lübben, Dahme-Spreewald","Montagmorgen wurden aus der Wettiner Straße mehrere Sachbeschädigungen gemeldet, die im Laufe des vergangenen Wochenendes begangen wurden. Demnach rissen die bisher unbekannten Täter eine Treppenstufe und einen Mülleimer aus den Verankerungen und beschmierten eine Hauswand. Auf dem beschädigten Mülleimer stellten die Polizeibeamten zusätzlich wenige Zentimeter große aufgetragene Hakenkreuze und den Schriftzug „Sieg Heil“ fest. Der Schaden für die Stadt Lübben beläuft sich auf rund 500 Euro. Die polizeilichen Ermittlungen dauern an.",https://polizei.brandenburg.de/pressemeldung/sachbeschaedigung/1537541,brandenburg_police_results.csv,True,"['hakenkreuz', 'sieg heil']",08.07.2019,[],[],[],[],"['hakenkreuze', 'sieg heil']"
Sachbeschädigungen durch Graffiti,05.02.2020,"Forst, Spree-Neiße","Die Polizei wurde am Dienstag über Sachbeschädigungen durch Graffiti informiert. Unbekannte hatten die Fassade einer ehemaligen Schule am Pestalozziplatz, eine Infotafel und eine weitere Gebäudefront mit Schriftzügen und zwei Hakenkreuzen in verschiedenen Farben und Größen beschmiert. Die Beseitigung wurde umgehend veranlasst. Die Kriminalpolizei ermittelt.",https://polizei.brandenburg.de/pressemeldung/sachbeschaedigungen-durch-graffiti/1818481,brandenburg_police_results.csv,True,['hakenkreuz'],05.02.2020,[],[],[],['graffiti'],['hakenkreuzen']
Sachbeschädigungen und Hakenkreuze,05.09.2022,"Cottbus, Cottbus",Unbekannte besprühten in Schmellwitz und in Sachsendorf mehrere Wahlplakate unterschiedlicher Parteien und eines Bürgerbündnisses mit Buchstaben sowie mit Hakenkreuzen. Diese Sachverhalte wurden am Sonntagvormittag bekannt. Die Kriminalpolizei ermittelt nun wegen des Verwendens von Kennzeichen verfassungswidriger Organisationen und wegen der Sachbeschädigungen.,https://polizei.brandenburg.de/pressemeldung/sachbeschaedigungen-und-hakenkreuze/3434392,brandenburg_police_results.csv,True,"['hakenkreuz', 'verfassungswidrig']",05.09.2022,[],[],[],[],"['hakenkreuze', 'verfassungswidriger', 'hakenkreuzen']"
Sachbeschädigungen,21.07.2021,"Eichwalde, Dahme-Spreewald","Am Mittwochmorgen wurde die Polizei informiert, dass Unbekannte in der Nacht im Bereich der Stubenrauchstraße an die Wand der Schule und an einen VW-Kleinwagen Hakenkreuze geschmiert hatten. Zudem wurden Sachbeschädigungen an zwei Fensterscheiben des Gebäudes angezeigt. Der Schaden belief sich auf rund 2.000 Euro. Die Kriminalpolizei ermittelt nun wegen des Verwendens von Kennzeichen verfassungswidriger Organisationen und wegen der Sachbeschädigungen.",https://polizei.brandenburg.de/pressemeldung/sachbeschaedigungen/2681926,brandenburg_police_results.csv,True,"['hakenkreuz', 'verfassungswidrig']",21.07.2021,[],[],[],[],"['hakenkreuze', 'verfassungswidriger']"
Sachbeschädigungen,02.08.2021,"Lübben, Dahme-Spreewald",Die Polizei ermittelt seit Sonntagnachmittag wegen des Verwendens von Kennzeichen verfassungswidriger Organisationen und diverser Sachbeschädigungen. Unbekannte beschmierten fünf auf einem Parkplatz in der Logenstraße abgestellte Kleintransporter großflächig mit Schriftzügen. An zwei Fahrzeugen wurden zudem Hakenkreuze aufgesprüht. Der verursachte Schaden beläuft sich auf mehrere zehntausend Euro.,https://polizei.brandenburg.de/pressemeldung/sachbeschaedigungen/2703608,brandenburg_police_results.csv,True,"['hakenkreuz', 'verfassungswidrig']",02.08.2021,[],[],[],[],"['hakenkreuze', 'verfassungswidriger']"
Sachbeschädigungen,15.08.2022,"Cottbus, Cottbus","Das zurückliegende Wochenende nutzten Unbekannte, um in Schmellwitz zahlreiche Graffitis und Sachbeschädigungen zu hinterlassen. So wurden unter anderem die Fassaden einer Schule und mehrerer Mehrfamilienhäuser in verschiedenen Farben beschmiert. Vereinzelt wurden auch Bäume und der Straßenbelag mit Farbe verunziert. Auf eine Wand wurde ein Hakenkreuz geschmiert. An einer Hauseingangstür eines Abrisshauses wurde die Verglasung eingeschlagen. Zudem wurden mehrere verschiedene Wahlplakate beschädigt. Wegen des Verwendens von Kennzeichen verfassungswidriger Organisationen und der Sachbeschädigungen ermittelt nun die Kriminalpolizei.",https://polizei.brandenburg.de/pressemeldung/sachbeschaedigungen/3391458,brandenburg_police_results.csv,True,"['hakenkreuz', 'verfassungswidrig']",15.08.2022,[],[],[],['graffiti'],"['hakenkreuz', 'verfassungswidriger']"
Sachverhalt wird geklärt,05.02.2024,"Rietz-Neuendorf, Oder-Spree","Am frühen Morgen des 04.02.2024 meldete sich ein Zeuge bei der Polizei, um mitzuteilen, dass während einer Faschingsfeier in Buckow mehrere Personen durch volksverhetzende Rufe aufgefallen seien. Als sich Polizisten daraufhin der Sache annahmen, war aber niemand mehr am angegebenen Ort des Geschehens ausfindig zu machen. Nun ermittelt die Kriminalpolizei in der Sache.
Mögliche weitere Zeugen werden gebeten, sich mit ihren sachkundigen Hinweisen an die Polizeiinspektion Oder-Spree/Frankfurt (Oder) zu wenden. Dies kann per Telefon 03361-5680 oder über die Internetwache auf www.polizei.brandenburg.de/onlineservice/hinweis-geben erfolgen.",https://polizei.brandenburg.de/pressemeldung/sachverhalt-wird-geklaert/4574292,brandenburg_police_results.csv,True,['volksverhetz'],05.02.2024,[],[],[],[],['volksverhetzende']
Schaufenster beschmiert,25.09.2019,"Kyritz, Ostprignitz-Ruppin",Die Schaufensterscheibe eines Büros in der Wilsnacker Straße wurde in der Nacht zum 24.09. von Unbekannten mit einem roten Stift beschmiert. Der Schriftzug (etwa 200 x 80 cm groß) war zunächst kaum erkennbar. Zudem wurde ein etwa 10 x 10 cm großes Hakenkreuz festgestellt. Eine Strafanzeige wegen Verwendens von Kennzeichen verfassungswidriger Organisationen wurde aufgenommen. Mitarbeiter meldeten sich gestern gegen 09.00 Uhr bei der Polizei. Die Höhe des entstandenen Sachschadens ist derzeit nicht bekannt.,https://polizei.brandenburg.de/pressemeldung/schaufenster-beschmiert-/1648163,brandenburg_police_results.csv,True,"['hakenkreuz', 'verfassungswidrig']",25.09.2019,['09.00'],[],[],[],"['hakenkreuz', 'verfassungswidriger']"
Schaukasten beschmiert,27.01.2021,"Liebenwalde, Oberhavel",Auf dem Marktplatz beschmierten Unbekannte einen Schaukasten und brachten mit grüner Farbe ein 30 x 30 Zentimeter großes Hakenkreuz auf. Ein Mitarbeiter des Ordnungsamtes bemerkte die Schmiererei heute und zeigten den Sachverhalt gegen 08.00 Uhr bei der Revierpolizei an. Die Höhe des Sachschadens ist bislang nicht bekannt. Die Kriminalpolizei ermittelt wegen des Verwendens von Kennzeichen verfassungswidriger Organisationen.,https://polizei.brandenburg.de/pressemeldung/schaukasten-beschmiert/2392053,brandenburg_police_results.csv,True,"['hakenkreuz', 'verfassungswidrig']",27.01.2021,['08.00'],[],[],[],"['hakenkreuz', 'verfassungswidriger']"
