Date,ExtractedAction,ExtractedAge,ExtractedDate,ExtractedGender,ExtractedTime,KeywordExtracted,KeywordMatch,Location,RightWingRelated,SourceFile,Text,Title,Topic,URL,standardized_location,latitude,longitude,ollama_extraction
17.07.2019,[],[],17.07.2019,[],[],"['verfassungswidriger', 'hakenkreuz']","['hakenkreuz', 'verfassungswidrig']","Angermünde, Uckermark",True,brandenburg_police_results.csv,"Unbekannte Täter ritzten ein Hakenkreuz in eine Holzbank, welche an der Seestraße steht. Das entdeckte ein Bewohner der Seestraße und rief die am Dienstagnachmittag die Polizei. Es wurde eine Anzeige wegen des Verwendens von Kennzeichen verfassungswidriger Organisationen aufgenommen. Der Staatsschutz hat die Ermittlungen aufgenommen.",Holzbank mit Hakenkreuz beschädigt,RightWing,https://polizei.brandenburg.de/pressemeldung/holzbank-mit-hakenkreuz-beschaedigt/1548987,"Seestraße, Angermünde, Uckermark",53.0205047,14.0041042,"Seestraße, Angermünde, Uckermark"
03.09.2020,[],[],03.09.2020,[],['19.30'],['volksverhetzung'],['volksverhetzung'],"Müncheberg, Märkisch-Oderland",True,brandenburg_police_results.csv,"In der Ernst-Thälmann-Straße fuhr am 2. September, gegen 19.30 Uhr, ein PKW Opel an einer Palästinenserin und ihren drei Kindern vorbei. Der PKW war mit vier Personen besetzt. Eine davon öffnete ein Fahrzeugfenster, schrie „Scheiß Ausländer!“ und zeigte dabei den ausgestreckten Mittelfinger. Dieses Szenario wiederholte sich mehrfach.
Die Ermittlungen zur Volksverhetzung sind noch nicht abgeschlossen.",Im Vorbeifahren beleidigt,RightWing,https://polizei.brandenburg.de/pressemeldung/im-vorbeifahren-beleidigt/2150529,"Ernst-Thälmann-Straße, Müncheberg, Märkisch-Oderland",52.5014724,14.1464024,"Ernst-Thälmann-Straße, Müncheberg, Märkisch-Oderland"
21.06.2019,[],['18'],21.06.2019,"['jugendlicher', 'mädchen']",['02.00'],['volksverhetzung'],['volksverhetzung'],"Oranienburg, Oberhavel",True,brandenburg_police_results.csv,"Gegen 02.00 Uhr erhielt die Polizei heute die Information, dass sich im Louise-Henriette-Steg auf der Fußgängerbrücke eine Gruppe Jugendlicher befinden soll, die lautstark Musik abspielen und herumbrüllen soll. Polizeibeamte stellten in der Folge acht Jungen und Mädchen im Alter von 16 bis 18 Jahren fest. Letztlich stellte sich heraus, dass ein 18-Jähriger aus Gruppe heraus volksverhetzende Äußerungen geschrien haben soll. Ein Atemalkoholtest bei ihm ergab einen Wert von 1,62 Promille. Zur Verhinderung weiterer Straftaten wurde er in Gewahrsam genommen. Eine Strafanzeige wegen Volksverhetzung wurde aufgenommen.",In Gewahrsam genommen,RightWing,https://polizei.brandenburg.de/pressemeldung/in-gewahrsam-genommen/1515752,"Louise-Henriette-Steg, Oranienburg, Oberhavel",52.7537833,13.2424996,"Louise-Henriette-Steg, Oranienburg, Oberhavel"
20.01.2020,[],[],20.01.2020,['mann'],[],['hitlergruß'],['hitlergruß'],"Hennickendorf, Märkisch-Oderland",True,brandenburg_police_results.csv,"Wegen eines Wasserschadens in einem Mehrfamilienhaus am Kirchplatz, begab sich ein Mieter in der Nacht zum 19. Januar auf Spurensuche in der darüberliegenden Etage. Er klingelte am zeitigen Morgen die anderen Mieter heraus, um zu erfahren, woher das Wasser käme. Ein Mieter geriet dabei so sehr in Rage, dass er den besorgten Mitbewohner bedrohte und beleidigte. Die Polizei wurde verständigt. Diese traf den wütenden Mann an, welcher unter Alkoholeinfluss stand und den Hitlergruß ausstieß. Zur Verhinderung weiterer Straftaten wurde er in Gewahrsam genommen. Mehrere Anzeigen wurden gefertigt und eine Blutprobe entnommen.",In Gewahrsam genommen,RightWing,https://polizei.brandenburg.de/pressemeldung/in-gewahrsam-genommen/1796284,"Kirchplatz, Hennickendorf, Märkisch-Oderland",52.5074424,13.8467278,"Kirchplatz, Hennickendorf, Märkisch-Oderland"
30.03.2020,[],[],30.03.2020,"['mann', 'mann']",['17.30'],"['hitlergruß', 'verfassungswidriger']","['hitlergruß', 'verfassungswidrig']","Wendisch- Rietz, Oder-Spree",True,brandenburg_police_results.csv,"In der Hauptstraße grölte ein junger Mann am 28. März, gegen 17.30 Uhr, den Hitlergruß. Die Polizei wurde informiert und konnte den Mann an einer Bushaltestelle antreffen. Er wurde in Gewahrsam genommen. Ein Atemalkoholtest ergab einen Wert von 2,7 Promille, was eine Blutentnahme nach sich zog. Mit einer Anzeige wegen Verwendens von Kennzeichen verfassungswidriger
Organisationen wurde der 34- Jährige, nachdem er seinen Rausch ausgeschlafen hatte, entlassen",In Gewahrsam genommen,RightWing,https://polizei.brandenburg.de/pressemeldung/in-gewahrsam-genommen/1892866,"Hauptstraße, Wendisch- Rietz, Oder-Spree",52.2156529,14.0056016,"Hauptstraße, Wendisch- Rietz, Oder-Spree"
02.04.2020,[],['49'],02.04.2020,['mann'],[],"['hitlergruß', 'verfassungswidriger']","['hitlergruß', 'verfassungswidrig']","Erkner, Oder-Spree",True,brandenburg_police_results.csv,"Am Nachmittag des 01.04.2020 meldeten sich Zeugen vom Busbahnhof Erkner und teilten mit, dass dort ein Mann den sog. „Hitlergruß“ zeigen und lauthals Naziparolen von sich geben würde. Polizisten konnten ihn in einem Bus ausfindig machen. Der 49-Jährige empfing auch die Beamten mit Naziparolen und wurde zur Verhinderung weiterer Straftaten in Gewahrsam genommen. Bislang war der Delinquent polizeilich nicht aufgefallen. Jetzt erwarten ihn Ermittlungen wegen Verwendens von Kennzeichen verfassungswidriger Organisationen.",In Gewahrsam genommen,RightWing,https://polizei.brandenburg.de/pressemeldung/in-gewahrsam-genommen/1899137,"Busbahnhof Erkner, Erkner, Oder-Spree",52.4287299,13.7535732,"Busbahnhof Erkner, Erkner, Oder-Spree"
12.05.2020,[],[],12.05.2020,"['mann', 'mann']",['14'],['verfassungswidriger'],['verfassungswidrig'],"Strausberg, Märkisch-Oderland",True,brandenburg_police_results.csv,"Am 11. Mai, gegen 14 Uhr, erhielt die Polizei Kenntnis von Lärm aus einer Wohnung im Mittelfeldring. Es waren Worte zu hören, die den Straftatbestand des Verwendens von Kennzeichen verfassungswidriger Organisationen erfüllten. Der Mieter wollte zunächst nicht öffnen und die Polizei nahm Kontakt mit ihm über den Balkon auf. Nach dem Öffnen der Wohnungstür wirkte der Mieter unkooperativ und stritt alle Vorwürfe ab. Die Polizei nahm den offensichtlich alkoholisierten Mann in Gewahrsam. Ein Atemalkoholtest ergab einen Wert von 1,4 Promille. Gegen Abend wurde der Mann wieder entlassen.",In Gewahrsam genommen,RightWing,https://polizei.brandenburg.de/pressemeldung/in-gewahrsam-genommen/1963382,"Mittelfeldring, Strausberg, Märkisch-Oderland",52.5805611,13.8955237,"Mittelfeldring, Strausberg, Märkisch-Oderland"
21.12.2020,[],['26'],21.12.2020,['mann'],[],['volksverhetzung'],['volksverhetzung'],"Eberswalde, Barnim",True,brandenburg_police_results.csv,"Am frühen Morgen des 19.12.2020 wurden Polizisten in die Straße Zum Schwärzesee gerufen. Anwohner waren durch Lärmbelästigungen aus einer Wohnung zuvor um ihren Schlaf gebracht worden. Als die Beamten an der betreffenden Wohnung angekommen waren, öffnete ihnen ein Mann, der einen Baseballschläger in den Händen hielt und gerade dabei war, mit dem Schläger weit auszuholen. Doch kam er gar nicht mehr dazu, diese Bewegung zu vollenden, weil er sich ganz schnell auf dem Boden und in Handfesseln wiederfand. Beruhigen wollte sich der 26-Jährige aber immer noch nicht. Vielmehr beleidigte er die Uniformierten sowie einen zufällig hinzukommenden Anwohner und stieß Drohungen aus. Ein Atemalkoholtest offenbarte einen Wert von 1,1 Promille. Die kommenden Stunden verbrachte der Wütende so im polizeilichen Gewahrsam, wo er seinen Rausch ausschlafen konnte. Die ganze Sache hat nun noch ein juristisches Nachspiel. Stehen doch Vorwürfe des Widerstandes und der Volksverhetzung im Raum.",In Gewahrsam genommen,RightWing,https://polizei.brandenburg.de/pressemeldung/in-gewahrsam-genommen/2337509,"Zum Schwärzesee, Eberswalde, Barnim",52.8303327,13.751888,"Zum Schwärzesee, Eberswalde, Barnim"
12.04.2021,[],['38'],12.04.2021,"['mann', 'mann']",[],"['hakenkreuz', 'verfassungswidriger']","['hakenkreuz', 'verfassungswidrig']","Prenzlau, Uckermark",True,brandenburg_police_results.csv,"Am späten Abend des 09.04.2021 wurden Polizisten in den Robert-Schulz-Ring gerufen. Dort war ein alkoholisierter Mann angetroffen worden, der sich offensichtlich in einer psychischen Ausnahmesituation befand. Ein durchgeführter Atemalkoholtest offenbarte einen Wert von 1,91 Promille. Rettungskräfte brachten den 38-Jährigen in ein Krankenhaus, wo ihm ärztliche Hilfe zuteilwurde. Anschließend kam der Mann in polizeilichen Gewahrsam, wo er seinen Rausch ausschlafen konnte. Da er vor den Polizisten seine Hose lüftete und dabei ein tätowiertes Hakenkreuz sichtbar wurde, hat der Delinquent sich nun trotzdem noch wegen Verwendens von Kennzeichen verfassungswidriger Organisationen zu verantworten.",In Gewahrsam genommen,RightWing,https://polizei.brandenburg.de/pressemeldung/in-gewahrsam-genommen/2513416,"Robert-Schulz-Ring, Prenzlau, Uckermark",53.3205196,13.8767475,"Robert-Schulz-Ring, Prenzlau, Uckermark"
15.07.2021,['beleidigung'],['32'],15.07.2021,['mann'],['21:00'],"['hitlergruß', 'verfassungswidriger']","['hitlergruß', 'verfassungswidrig']","Finsterwalde, Elbe-Elster",True,brandenburg_police_results.csv,"Anwohner riefen am Mittwoch gegen 21:00 Uhr die Polizei in die Rosa-Luxemburg-Straße. Dort schrie ein stark alkoholisierter Mann herum, beleidigte seine Nachbarn und skandierte den Hitlergruß. Auch gegenüber den Beamten kam es zu massiven Beleidigungen, so dass der 32-Jährige fixiert und zur Verhinderung weiterer Straftaten in Polizeigewahrsam genommen wurde. Ein Atemalkoholtest ergab einen Wert von 2,30 Promille. Dir Kriminalpolizei ermittelt nun wegen der Beleidigungen sowie des Verwendens von Kennzeichen verfassungswidriger Organisationen.",In Gewahrsam genommen,RightWing,https://polizei.brandenburg.de/pressemeldung/in-gewahrsam-genommen/2673064,"Rosa-Luxemburg-Straße, Finsterwalde, Elbe-Elster",51.6223665,13.71479,"Rosa-Luxemburg-Straße, Finsterwalde, Elbe-Elster"
03.09.2021,[],['42'],03.09.2021,['mann'],[],"['hitlergruß', 'verfassungswidriger']","['hitlergruß', 'verfassungswidrig']","Schönefeld, Dahme-Spreewald",True,brandenburg_police_results.csv,"Ein 42-Jähriger beschädigte am Donnerstagnachmittag mit seinem Fahrrad die Scheibe einer Tankstelle in der Schützenstraße und rief wiederholt den Hitlergruß. Zur Verhinderung weiterer Straftaten und wegen seiner mit 2,70 Promille extrem starken Alkoholisierung wurde der Mann auf richterliche Anordnung in Gewahrsam genommen. Die Kriminalpolizei ermittelt nun wegen der Sachbeschädigung und des Verwendens Kennzeichen verfassungswidriger Organisationen.",In Gewahrsam genommen,RightWing,https://polizei.brandenburg.de/pressemeldung/in-gewahrsam-genommen/2765996,"Schützenstraße, Schönefeld, Dahme-Spreewald",52.3958896,13.5336894,"Schützenstraße, Schönefeld, Dahme-Spreewald"
10.09.2021,[],[],10.09.2021,['frau'],['23.45'],['sieg heil'],['sieg heil'],"Rüdersdorf, Märkisch-Oderland",True,brandenburg_police_results.csv,"Am 9. September, gegen 23.45 Uhr kündigte eine 19- Jährige an, sich etwas antun zu wollen. Die Polizei begann mit der Suche nach der jungen Frau und fand sie am Kalksee sitzend. Als sie die Polizisten ansprachen, reagierte sie aggressiv. Die Polizisten brachten sie ins Krankenhaus, wogegen sie sich heftig wehrte. Auf dem Krankenhausgelände hob sie mehrfach den rechten Arm und schrie „Sieg Heil“. Nachdem sie die Zufahrtsschranke zur Rettungsstelle abgeschlagen hatte und weitere Straftaten ankündigte, wurde sie in Gewahrsam genommen. Drei Anzeigen waren die Folge ihres Auftretens.",In Gewahrsam genommen,RightWing,https://polizei.brandenburg.de/pressemeldung/in-gewahrsam-genommen/2775317,"Kalksee, Rüdersdorf, Märkisch-Oderland",52.4582942,13.7677069,"Kalksee, Rüdersdorf, Märkisch-Oderland"
03.03.2022,[],['25'],03.03.2022,"['mann', 'mann']","['21:15', '20:00']",['hitlergrußes'],['hitlergruß'],"Fürstenwalde/Spree, Oder-Spree",True,brandenburg_police_results.csv,"Am 02.03.2022, gegen 21:15 Uhr, wurden Polizisten zum Ring der Freundschaft gerufen. Dort hatte ein Mann randaliert und herumgebrüllt, so dass die Anwohner nicht in den Schlaf fanden. Ein beschädigtes Fenster kündete später von seinem Tun. Der Wütende konnte kurz darauf im Bereich des Bahnhofes gestellt werden. Der 25-Jährige hatte zu diesem Zeitpunkt einen Atemalkoholwert von 1,98 Promille aufzuweisen. Nach eigener Aussage waren von ihm auch Drogen eingenommen worden.
Wie sich ebenfalls herausstellte, ist der Mann wohl mit Graffitischmierereien in Verbindung zu bringen. Sein Aussehen passte nämlich frappierend zur Beschreibung eines solchen Schmierers, der gegen 20:00 Uhr dabei gesehen wurde, als er am Bahnhof rote Farbe versprühte. Als ihn ein Zeuge daraufhin ansprach, entfernte sich der bis dato Unbekannte unter Zeigen des sog. „Hitlergrußes“. Das Ganze wird nun juristische Konsequenzen für ihn haben.
Der Delinquent verbrachte die kommenden Stunden im polizeilichen Gewahrsam, wo er seinen Rausch ausschlafen konnte.",In Gewahrsam genommen,RightWing,https://polizei.brandenburg.de/pressemeldung/in-gewahrsam-genommen/3083596,"Bahnhof, Fürstenwalde, Spree, Oder-Spree",52.3663993,14.0599393,"Bahnhof, Fürstenwalde, Spree, Oder-Spree"
09.03.2023,[],['19'],09.03.2023,"['junge', 'mann']",[],['verfassungswidriger'],['verfassungswidrig'],"Frankfurt (Oder), Frankfurt (Oder)",True,brandenburg_police_results.csv,"Am frühen Morgen des 09.03.2023 meldeten sich Anwohner der Thilestraße bei der Polizei und teilten mit, dass aus einer Wohnung lautstark Musik ertönen würde, deren Wortlaut eindeutige Bezüge zum Naziregime offenbaren würden. Als die Beamten an der besagten Wohnung eintrafen, hörten auch sie Nazislogans und merkten schnell, dass die Musik von einer in der rechten Szene beliebten Band stammte. Zudem wurden sie bei Öffnung der Tür von einem 19-Jährigen mit dem sog. „Hitler-Gruß“ empfangen. Der junge Mann hatte einen Atemalkoholwert von 1,20 Promille aufzuweisen und kam genauso in Gewahrsam wie sein gleichaltriger Kumpel, der mit gleich 1,40 Promille dabei war. Zudem läuft nun ein Ermittlungsverfahren zum Vorwurf der Verwendung von Kennzeichen verfassungswidriger Organisationen.",In Gewahrsam genommen,RightWing,https://polizei.brandenburg.de/pressemeldung/in-gewahrsam-genommen/3790297,"Thilestraße, Frankfurt (Oder), Frankfurt (Oder)",52.3424473,14.5400789,"Thilestraße, Frankfurt (Oder), Frankfurt (Oder)"
29.08.2023,['beleidigung'],['24'],29.08.2023,"['mann', 'mann']",[],"['hitlergruß', 'verfassungswidriger']","['hitlergruß', 'verfassungswidrig']","Frankfurt (Oder), Frankfurt (Oder)",True,brandenburg_police_results.csv,"Am frühen Morgen des 29.08.2023 bemerkte die Besatzung eines Streifenwagens, wie ein Mann ihnen in der Karl-Marx-Straße den sog. „Hitlergruß“ darbot. Daraufhin nahmen sie sich den jungen Mann einmal etwas genauer vor, mussten jedoch erst dessen Widerstand überwinden. Letztlich fand sich der 24-Jährige auf dem Boden und in Handfesseln wieder. Trotzdem ließ der bereits hinlänglich bekannte Deutsche nicht locker und versuchte sogar noch, einen der Beamten mittels eines Kopfstoßes zu verletzen. Auch Beleidigungen und Drohungen stieß er immer wieder aus.
Ihm wurde eine Blutprobe entnommen und nun folgen Ermittlungen wegen Verwendens von Kennzeichen verfassungswidriger Organisationen, Widerstandes gegen Vollstreckungsbeamte, Beleidigung sowie Bedrohung.",In Gewahrsam genommen,RightWing,https://polizei.brandenburg.de/pressemeldung/in-gewahrsam-genommen/4185151,"Karl-Marx-Straße, Frankfurt (Oder), Frankfurt (Oder)",52.344521,14.5509511,"Karl-Marx-Straße, Frankfurt (Oder), Frankfurt (Oder)"
24.10.2023,['treten'],['30'],24.10.2023,['mann'],['02:00'],['volksverhetzend'],['volksverhetzung'],"Guben, Spree-Neiße",True,brandenburg_police_results.csv,"Dienstagfrüh gegen 02:00 Uhr beobachteten Polizisten, wie ein Auto in den Stadtpark einbog. Und zwar auf einen Radweg. Deswegen stoppten sie den PKW BMW für eine Verkehrskontrolle. Der Fahrer flüchtete allerdings augenblicklich und ließ das Auto mit offenen Fenstern zurück. Gestohlen war der Wagen jedoch nicht, wie Ermittlungen bei der Halterin ergaben.
Etwa 30 Minuten später erkannten die Beamten den Fahrer wieder, als dieser mit einem E-Bike am Abstellort des Autos erschien. Ein Atemalkoholtest bei dem 30-Jährigen ergab einen Wert von 1,87 Promille. Zur Sicherung von Beweisen wegen des Verdachts der Trunkenheitsfahrt wurde eine Blutprobe veranlasst. Im Krankenhaus äußerte sich der Mann dann volksverhetzend, beleidigte die Polizisten und versuchte, sie zu treten.
Daher wurde er im Anschluss ins Polizeigewahrsam gebracht und entsprechende Ermittlungsverfahren eingeleitet. Das Auto wurde an die Eigentümerin übergeben.",In Gewahrsam genommen,RightWing,https://polizei.brandenburg.de/pressemeldung/in-gewahrsam-genommen/4329006,"Stadtpark, Guben, Spree-Neiße",51.9498674,14.6945648,"Stadtpark, Guben, Spree-Neiße"
09.12.2025,['beleidigung'],['37'],09.12.2025,"['mann', 'frau', 'mann']",[],"['verfassungswidriger', 'hitlergruß']","['hitlergruß', 'verfassungswidrig']","Eberswalde, Barnim",True,police_rss.csv,"Am frühen Morgen des 09.12.2025 fiel in einer Gaststätte in der Eisenbahnstraße ein Mann unangenehm auf. Er hatte sich dort dem Alkohol hingegeben und den Anwesenden plötzlich den sog. „Hitlergruß“ gezeigt. Als ihn die Inhaberin daraufhin der Räume verweisen wollte, zog er ein Klappmesser hervor und hielt es der Frau entgegen.
Alarmierte Polizisten forderten den Mann dann auf, das Messer wegzulegen, was nicht zum Erfolg führte. Letztlich mussten die Beamten den Widerständigen zu Boden bringen und konnten ihm dort das Messer abnehmen. Der Delinquent erwies sich als 37-jähriger Deutscher, welcher für die Polizei keine unbekannte Größe darstellt. In seinen Taschen fanden sich auch noch mutmaßliche Betäubungsmittel. Er musste eine Blutprobe lassen, war offenbar aber nicht gewillt, von seinem Widerstand abzulassen. Die Polizisten hatten sich in der Folge auch Einiges an Beleidigungen anzuhören. So endete das Ganze schließlich im polizeilichen Gewahrsam. Gegen ihn läuft nun ein Ermittlungsverfahren, welches den Vorhaltungen der Bedrohung, des Widerstandes gegen Vollstreckungsbeamte sowie des Verwendens von Kennzeichen verfassungswidriger Organisationen und des Verstoßes gegen das Betäubungsmittelgesetz nachgeht.",In Gewahrsam genommen (Eberswalde),,https://polizei.brandenburg.de/pressemeldung/in-gewahrsam-genommen/5693667,"Eisenbahnstraße, Eberswalde, Barnim",52.834059,13.8132405,"Eisenbahnstraße, Eberswalde, Barnim"
16.12.2025,['diebstahl'],['30'],16.12.2025,['mann'],[],['hitlergruß'],['hitlergruß'],"Prenzlau, Uckermark",True,police_rss.csv,"Am Nachmittag des 15.12.2025 fiel in einem Supermarkt im Georg-Dreke-Ring ein Mann auf, der sich Lebensmittel aus den Auslagen nahm und noch an Ort und Stelle verspeiste. Dann flüchtete er vom Ort des Geschehens, konnte jedoch von alarmierten Polizisten in der Schenkenberger Straße gestellt werden. Als sich die Beamten des Mannes annahmen, bot er ihnen den sog. „Hitlergruß“ dar und brüllte eine Naziparole dazu. Nun sollte der bereits hinlänglich bekannte Uckermärker in polizeilichen Gewahrsam genommen werden. Dagegen wehrte sich der 30-Jährige und trat dabei auch noch um sich. Schließlich fand er sich trotz aller Anstrengungen doch auf dem Boden und in Handfesseln wieder. Jetzt läuft ein Ermittlungsverfahren zu den Vorwürfen des Widerstandes gegen Vollstreckungsbeamte und des Diebstahls.",In Gewahrsam genommen (Prenzlau ),,https://polizei.brandenburg.de/pressemeldung/in-gewahrsam-genommen/5694089,"Georg-Dreke-Ring, Prenzlau, Uckermark",53.3155071,13.8695261,"Georg-Dreke-Ring, Prenzlau, Uckermark"
24.01.2023,[],['14'],24.01.2023,"['jugendliche', 'jugendliche']",['21'],['hitlergruß'],['hitlergruß'],"Eberswalde, Barnim",True,brandenburg_police_results.csv,"Wegen einer Ruhestörung wurde die Polizei am 23. Januar, gegen 21 Uhr in die Puschkinstraße gerufen. Dort hatte eine Gruppe Jugendliche laute Musik abgespielt. Als ein Anwohner sie ansprach und um Ruhe bat, hörte er den Hitlergruß, konnte ihn aber keiner Person konkret zuordnen. Der Anwohner wurde verbal bedroht.
Die eingesetzten Polizeibeamten stellten eine Musikbox und ein Smartphone sicher. Den 14- jährigen Besitzer der Gegenstände und seinen 14-jährigen Kumpel nahmen die Beamten mit in den Gewahrsam der Polizei. Die Sorgeberechtigten wurden zum Verbleib der Störenfriede informiert.",Jugendliche in Gewahrsam genommen,RightWing,https://polizei.brandenburg.de/pressemeldung/jugendliche-in-gewahrsam-genommen/3697852,"Puschkinstraße, Eberswalde, Barnim",52.8337266,13.8134234,"Puschkinstraße, Eberswalde, Barnim"
09.12.2025,[],[],09.12.2025,['jugendliche'],['18:30'],['hakenkreuzen'],['hakenkreuz'],"Cottbus, Cottbus",True,police_rss.csv,"Zeugen beobachteten am Montag gegen 18:30 Uhr zwei Personen, wie sie eine Hauswand in der Sanzebergstraße unter anderem mit Hakenkreuzen besprühten. Darauf angesprochen, flüchteten die beiden und wurden von der hinzugerufenen Polizei aufgehalten.
Die Jugendlichen im Alter von 14 und 15 Jahren wurden mit auf das Revier genommen, wo sie auch noch weitere Schmierereien im Stadtgebiet zugaben. Nach dem Abschluss der Maßnahmen wurden die Teenager an ihre Erziehungsberechtigten übergeben.",Jugendliche Sprüher auf frischer Tat erwischt (Cottbus),,https://polizei.brandenburg.de/pressemeldung/jugendliche-sprueher-auf-frischer-tat-er/5693627,"Sanzebergstraße, Cottbus, Cottbus",51.7654319,14.3492016,"Sanzebergstraße, Cottbus, Cottbus"
13.11.2020,[],['16'],13.11.2020,"['jugendlicher', 'mann']",[],['verfassungswidriger'],['verfassungswidrig'],"Bernau, Barnim",True,brandenburg_police_results.csv,"Am Abend des 12.11.2020 wurden Polizisten zum Bahnhofsplatz gerufen. Dort war ein junger Mann aufgefallen, der offensichtlich stark unter Alkoholeinfluss stand. Beim Eintreffen der Beamten empfing sie der 16-Jährige mit einem Nazigruß. Er hatte zu diesem Zeitpunkt einen Atemalkoholwert von 1,78 Promille aufzuweisen. In seinen Taschen fanden sich auch noch drogenähnliche Substanzen. Rettungskräfte kümmerten sich im Anschluss um den Jugendlichen. Trotzdem wird nun gegen ihn wegen Verwendens von Kennzeichen verfassungswidriger Organisationen sowie Verstoßes gegen das Betäubungsmittelgesetz ermittelt.",Jugendlicher erhielt zwei Anzeigen,RightWing,https://polizei.brandenburg.de/pressemeldung/jugendlicher-erhielt-zwei-anzeigen/2270336,"Bahnhofsplatz, Bernau, Barnim",52.6764856,13.5938372,"Bahnhofsplatz, Bernau, Barnim"
30.07.2019,['beleidigung'],['33'],30.07.2019,[],[],['verfassungswidriger'],['verfassungswidrig'],"Fürstenwalde/Spree, Oder-Spree",True,brandenburg_police_results.csv,"Am späten Abend des 29.07.2019 wurden Polizisten in die Trebuser Straße gerufen. In einer dort gelegenen Wohnung hatte ein Mieter die Nacht zum Tag gemacht und die übrigen Anwohner nicht zur Ruhe kommen lassen. Auch die eindringlichen Ermahnungen der Beamten stießen bei dem 33-Jährigen auf keinen fruchtbaren Boden. Ein Atemalkoholtest erbrachte immerhin den Wert von 3,60 Promille. So wurde der Delinquent in polizeilichen Gewahrsam genommen. Die Fahrt dahin nutzte er zur Beleidigung der Uniformierten und zum Brüllen von Naziparolen. Wenn der Herr seinen Rauch ausgeschlafen hat, wird er sich zum Geschehen äußern dürfen. Gegen ihn läuft nun nämlich ein Ermittlungsverfahren wegen Beleidigung und Verwendens von Kennzeichen verfassungswidriger Organisationen.",Keine Ruhe gegeben,RightWing,https://polizei.brandenburg.de/pressemeldung/keine-ruhe-gegeben/1565296,"Trebuser Straße, Fürstenwalde, Spree, Oder-Spree",52.3815922,14.0521216,"Trebuser Straße, Fürstenwalde, Spree, Oder-Spree"
06.02.2020,[],"['20', '19']",06.02.2020,[],['00.30'],"['verfassungswidriger', 'hakenkreuz']","['hakenkreuz', 'verfassungswidrig']","Neuruppin, Ostprignitz-Ruppin",True,brandenburg_police_results.csv,"Um 00.30 Uhr kontrollierten heute Polizeibeamte der Inspektion in der Alt Ruppiner Allee auf dem Gelände einer Tankstelle einen 20-jährigen VW-Fahrer. Dabei bemerkten die Beamten zunächst die am Fahrzeug angebrachten amtlichen Kennzeichen, die seit Ende Januar als gestohlen gemeldet waren und stellten diese sicher. Zudem verlief ein Drogenschnelltest bei dem Fahrzeugführer positiv auf Amphetamine. Die Weiterfahrt wurde ihm daher untersagt und ihm eine Blutprobe entnommen. Weiterhin ist der Fahrer nicht im Besitz einer Fahrerlaubnis. Auf der Hand des 19-jährigen deutschen Beifahrers stellten die Beamten zudem ein aufgemaltes Hakenkreuz fest. Nun ermittelt die Kriminalpolizei gegen den Fahrer u. a. wegen Urkundenfälschung, wegen des Fahrens unter der Einwirkung von berauschenden Mitteln und wegen des Fahrens ohne Fahrerlaubnis. Gegen den Beifahrer wurde ein Strafverfahren wegen des Verwendens von Kennzeichen verfassungswidriger Organisationen eingeleitet.",Kennzeichen geklaut und mehr,RightWing,https://polizei.brandenburg.de/pressemeldung/kennzeichen-geklaut-und-mehr/1820361,"Alt Ruppiner Allee, Neuruppin, Ostprignitz-Ruppin",52.9375874,12.8171559,"Alt Ruppiner Allee, Neuruppin, Ostprignitz-Ruppin"
08.02.2019,[],['25'],08.02.2019,"['mann', 'junge', 'mann']",[],"['verfassungswidriger', 'sieg heil']","['sieg heil', 'verfassungswidrig']","Cottbus, Cottbus",True,brandenburg_police_results.csv,"Im Rahmen der Vollstreckung eines Haftbefehls wurde am Donnerstag die Wohnanschrift eines 25-Jährigen im Stadtteil Sandow aufgesucht. Im Treppenhaus wurden die Beamten durch den Mann zunächst beschimpft, geschubst und mit einem Baseballschläger bedroht.
Die umsichtig handelnden Beamten konnten die brenzlige Lage beruhigen und den Haftbefehl vollstrecken. Auf dem Weg in den Polizeigewahrsam rief der junge Mann mehrmals Sieg Heil. Nachdem die Ersatzfreiheitsstrafe beglichen worden war, wurde der Haftbefehl außer Kraft gesetzt.
Die Kriminalpolizei hat jetzt die Ermittlungen zum Verwenden von Kennzeichen verfassungswidriger Organisationen und Widerstand gegen Vollstreckungsbeamte aufgenommen.",Kennzeichen verfassungswidriger Organisationen und Widerstand,RightWing,https://polizei.brandenburg.de/pressemeldung/kennzeichen-verfassungswidriger-organisa/1350271,"Sandow, Cottbus, Cottbus",51.7582649,14.3591063,"Sandow, Cottbus, Cottbus"
